component,name,bus,carrier,2025,2035,2045
Link,DE0 3 urban central gas CHP-2015,DE gas,urban central gas CHP,945.6585,945.6585,945.6585
Link,DE0 3 urban central gas CHP-2020,DE gas,urban central gas CHP,1655.03454,1655.03454,1655.03454
Link,DE0 3 urban central gas CHP-2025,DE gas,urban central gas CHP,914.90935,914.90935,914.90935
Link,DE0 3 urban central gas boiler-2025,DE gas,urban central gas boiler,0.0979,,
Link,DE0 3 urban central lignite CHP-2010,EU lignite,urban central lignite CHP,38.31758,,
Link,DE0 3 urban central lignite CHP-2015,EU lignite,urban central lignite CHP,38.54545,38.54545,
Link,DE0 3 urban central resistive heater-2025,DE0 3 low voltage,urban central resistive heater,0.09169,,
Link,DE0 3 urban central solid biomass CHP CC-2025,DE0 3 solid biomass,urban central solid biomass CHP CC,0.00777,,
Link,DE0 3 urban central solid biomass CHP-2005,DE0 3 solid biomass,urban central solid biomass CHP,437.66747,,
Link,DE0 3 urban central solid biomass CHP-2010,DE0 3 solid biomass,urban central solid biomass CHP,2870.33518,,
Link,DE0 3 urban central solid biomass CHP-2015,DE0 3 solid biomass,urban central solid biomass CHP,1580.90552,1580.90552,
Link,DE0 3 urban central solid biomass CHP-2020,DE0 3 solid biomass,urban central solid biomass CHP,130.4657,130.4657,
Link,DE0 3 urban central solid biomass CHP-2025,DE0 3 solid biomass,urban central solid biomass CHP,5508.1756,5508.1756,5508.1756
Link,DE0 3 urban central water pits charger-2025,DE0 3 urban central heat,urban central water pits charger,0.58884,,
Link,DE0 3 urban central water pits discharger-2025,DE0 3 urban central water pits,urban central water pits discharger,0.58884,,
Link,DE0 3 urban central water tanks charger-2025,DE0 3 urban central heat,urban central water tanks charger,0.14686,,
Link,DE0 3 urban central water tanks discharger-2025,DE0 3 urban central water tanks,urban central water tanks discharger,0.14686,,
Link,DE0 3 urban decentral DAC-2025,DE0 3,DAC,0.0009,,
Link,DE0 3 urban decentral air heat pump-2010,DE0 3 low voltage,urban decentral air heat pump,49.17625,,
Link,DE0 3 urban decentral air heat pump-2015,DE0 3 low voltage,urban decentral air heat pump,49.17625,,
Link,DE0 3 urban decentral air heat pump-2020,DE0 3 low voltage,urban decentral air heat pump,49.17625,49.17625,
Link,DE0 3 urban decentral air heat pump-2024,DE0 3 low voltage,urban decentral air heat pump,30.42486,30.42486,
Link,DE0 3 urban decentral air heat pump-2025,DE0 3 low voltage,urban decentral air heat pump,0.0028,,
Link,DE0 3 urban decentral biomass boiler-2010,DE0 3 solid biomass,urban decentral biomass boiler,1005.53616,,
Link,DE0 3 urban decentral biomass boiler-2015,DE0 3 solid biomass,urban decentral biomass boiler,1005.53616,,
Link,DE0 3 urban decentral biomass boiler-2020,DE0 3 solid biomass,urban decentral biomass boiler,1005.53616,1005.53616,
Link,DE0 3 urban decentral biomass boiler-2024,DE0 3 solid biomass,urban decentral biomass boiler,804.42893,804.42893,
Link,DE0 3 urban decentral biomass boiler-2025,DE0 3 solid biomass,urban decentral biomass boiler,0.0004,,
Link,DE0 3 urban decentral gas boiler-2010,DE gas,urban decentral gas boiler,3539.48729,,
Link,DE0 3 urban decentral gas boiler-2015,DE gas,urban decentral gas boiler,3539.48729,,
Link,DE0 3 urban decentral gas boiler-2020,DE gas,urban decentral gas boiler,3539.48729,3539.48729,
Link,DE0 3 urban decentral gas boiler-2024,DE gas,urban decentral gas boiler,2831.58983,2831.58983,
Link,DE0 3 urban decentral gas boiler-2025,DE gas,urban decentral gas boiler,0.00032,,
Link,DE0 3 urban decentral oil boiler-2010,DE oil,urban decentral oil boiler,2019.218,,
Link,DE0 3 urban decentral oil boiler-2015,DE oil,urban decentral oil boiler,2019.218,,
Link,DE0 3 urban decentral oil boiler-2020,DE oil,urban decentral oil boiler,2019.218,2019.218,
Link,DE0 3 urban decentral oil boiler-2024,DE oil,urban decentral oil boiler,1615.3744,1615.3744,
Link,DE0 3 urban decentral resistive heater-2025,DE0 3 low voltage,urban decentral resistive heater,0.0729,,
Link,DE0 3 urban decentral water tanks charger-2025,DE0 3 urban decentral heat,urban decentral water tanks charger,0.71453,,
Link,DE0 3 urban decentral water tanks discharger-2025,DE0 3 urban decentral water tanks,urban decentral water tanks discharger,0.71453,,
Link,DE0 3 waste CHP CC-2025,DE0 3 non-sequestered HVC,waste CHP CC,0.08937,,
Link,DE0 3 waste CHP-2025,DE0 3 non-sequestered HVC,waste CHP,894.50263,894.50263,894.50263
Link,DE0 4 BEV charger-2025,DE0 4 low voltage,BEV charger,9594.89552,,
Link,DE0 4 CCGT-1995,DE gas,CCGT,52.59474,52.59474,
Link,DE0 4 CCGT-2000,DE gas,CCGT,26.49123,26.49123,
Link,DE0 4 CCGT-2005,DE gas,CCGT,20.0,20.0,
Link,DE0 4 CCGT-2010,DE gas,CCGT,2824.5614,2824.5614,2824.5614
Link,DE0 4 CCGT-2025,DE gas,CCGT,0.0227,,
Link,DE0 4 Fischer-Tropsch-2025,DE0 4 H2,Fischer-Tropsch,0.01624,,
Link,DE0 4 H2 Electrolysis-2025,DE0 4,H2 Electrolysis,0.00583,,
Link,DE0 4 H2 Fuel Cell-2025,DE0 4 H2,H2 Fuel Cell,0.01,,
Link,DE0 4 H2 turbine-2025,DE0 4 H2,H2 turbine,0.03983,,
Link,DE0 4 OCGT-2025,DE gas,OCGT,0.04276,,
Link,DE0 4 SMR CC-2025,DE gas,SMR CC,4.22134,,
Link,DE0 4 SMR-2025,DE gas,SMR,0.35247,,
Link,DE0 4 Sabatier-2025,DE0 4 H2,Sabatier,0.00857,,
Link,DE0 4 agriculture machinery oil,DE oil,agriculture machinery oil,151.09407,151.09407,151.09407
Link,DE0 4 battery charger-2025,DE0 4,battery charger,0.06367,,
Link,DE0 4 battery discharger-2025,DE0 4 battery,battery discharger,0.06515,,
Link,DE0 4 biogas to gas CC-2025,DE0 4 biogas,biogas to gas CC,0.40365,,
Link,DE0 4 biogas to gas-2025,DE0 4 biogas,biogas to gas,951.42175,951.42175,
Link,DE0 4 coal for industry,EU coal,coal for industry,6724.37671,2558.00228,146.57991
Link,DE0 4 coal-1950,EU coal,coal,2113.20381,,
Link,DE0 4 coal-1985,EU coal,coal,213.48315,,
Link,DE0 4 coal-2015,EU coal,coal,2123.56265,2123.56265,
Link,DE0 4 electricity distribution grid-2025,DE0 4,electricity distribution grid,14261.12475,14261.12475,14261.12475
Link,DE0 4 electricity distribution grid-reversed-2025,DE0 4 low voltage,electricity distribution grid,14261.12475,14261.12475,14261.12475
Link,DE0 4 gas for industry,DE gas,gas for industry,11312.7774,6618.71552,0.00549
Link,DE0 4 gas for industry CC-2025,DE gas,gas for industry CC,0.02999,,
Link,DE0 4 home battery charger-2025,DE0 4 low voltage,home battery charger,0.04791,,
Link,DE0 4 home battery discharger-2025,DE0 4 home battery,home battery discharger,0.04902,,
Link,DE0 4 kerosene for aviation,DE oil,kerosene for aviation,3118.93294,3428.54964,3185.23872
Link,DE0 4 land transport oil,DE oil,land transport oil,11844.66969,3927.63744,299.47375
Link,DE0 4 lignite-1920,EU lignite,lignite,159.27871,,
Link,DE0 4 lignite-1955,EU lignite,lignite,5471.36327,,
Link,DE0 4 lignite-1965,EU lignite,lignite,9377.88311,9377.88311,
Link,DE0 4 lignite-1975,EU lignite,lignite,12362.26307,12362.26307,
Link,DE0 4 lignite-1995,EU lignite,lignite,212.37161,,
Link,DE0 4 lignite-2005,EU lignite,lignite,70.36364,70.36364,
Link,DE0 4 lignite-2010,EU lignite,lignite,59.09091,59.09091,
Link,DE0 4 lignite-2015,EU lignite,lignite,6424.24242,6424.24242,
Link,DE0 4 methanolisation-2025,DE0 4 H2,methanolisation,625.72007,625.72007,
Link,DE0 4 naphtha for industry,DE oil,naphtha for industry,6663.24201,5212.32877,3656.39269
Link,DE0 4 oil-2005,DE oil,oil,277.42857,277.42857,
Link,DE0 4 oil-2010,DE oil,oil,171.42857,171.42857,171.42857
Link,DE0 4 process emissions,DE0 4 process emissions,process emissions,1885.05579,0.00485,0.00038
Link,DE0 4 process emissions CC-2025,DE0 4 process emissions,process emissions CC,150.88315,150.88315,150.88315
Link,DE0 4 rural air heat pump-2025,DE0 4 low voltage,rural air heat pump,0.00328,,
Link,DE0 4 rural biomass boiler-2010,DE0 4 solid biomass,rural biomass boiler,118.98677,,
Link,DE0 4 rural biomass boiler-2015,DE0 4 solid biomass,rural biomass boiler,118.98677,,
Link,DE0 4 rural biomass boiler-2020,DE0 4 solid biomass,rural biomass boiler,118.98677,118.98677,
Link,DE0 4 rural biomass boiler-2024,DE0 4 solid biomass,rural biomass boiler,95.18942,95.18942,
Link,DE0 4 rural biomass boiler-2025,DE0 4 solid biomass,rural biomass boiler,0.00053,,
Link,DE0 4 rural gas boiler-2010,DE gas,rural gas boiler,418.83343,,
Link,DE0 4 rural gas boiler-2015,DE gas,rural gas boiler,418.83343,,
Link,DE0 4 rural gas boiler-2020,DE gas,rural gas boiler,418.83343,418.83343,
Link,DE0 4 rural gas boiler-2024,DE gas,rural gas boiler,335.06674,335.06674,
Link,DE0 4 rural gas boiler-2025,DE gas,rural gas boiler,0.00036,,
Link,DE0 4 rural ground heat pump-2010,DE0 4 low voltage,rural ground heat pump,68.0202,,
Link,DE0 4 rural ground heat pump-2015,DE0 4 low voltage,rural ground heat pump,68.0202,,
Link,DE0 4 rural ground heat pump-2020,DE0 4 low voltage,rural ground heat pump,68.0202,68.0202,
Link,DE0 4 rural ground heat pump-2024,DE0 4 low voltage,rural ground heat pump,54.41616,54.41616,
Link,DE0 4 rural ground heat pump-2025,DE0 4 low voltage,rural ground heat pump,0.00287,,
Link,DE0 4 rural oil boiler-2010,DE oil,rural oil boiler,238.93743,,
Link,DE0 4 rural oil boiler-2015,DE oil,rural oil boiler,238.93743,,
Link,DE0 4 rural oil boiler-2020,DE oil,rural oil boiler,238.93743,238.93743,
Link,DE0 4 rural oil boiler-2024,DE oil,rural oil boiler,191.14994,191.14994,
Link,DE0 4 rural resistive heater-2025,DE0 4 low voltage,rural resistive heater,30.36942,30.36942,
Link,DE0 4 rural water tanks charger-2025,DE0 4 rural heat,rural water tanks charger,0.7066,,
Link,DE0 4 rural water tanks discharger-2025,DE0 4 rural water tanks,rural water tanks discharger,0.7066,,
Link,DE0 4 shipping oil,DE oil,shipping oil,73.36676,47.68839,14.67335
Link,DE0 4 solid biomass biomass to liquid CC-2025,DE0 4 solid biomass,biomass to liquid CC,0.00688,,
Link,DE0 4 solid biomass biomass to liquid-2025,DE0 4 solid biomass,biomass to liquid,0.01022,,
Link,DE0 4 solid biomass for industry,DE0 4 solid biomass,solid biomass for industry,1214.60041,1515.97061,0.00196
Link,DE0 4 solid biomass for industry CC-2025,DE0 4 solid biomass,solid biomass for industry CC,0.03629,,
Link,DE0 4 solid biomass-2005,DE0 4 solid biomass,solid biomass,65.70156,,
Link,DE0 4 solid biomass-2010,DE0 4 solid biomass,solid biomass,460.28211,,
Link,DE0 4 solid biomass-2020,DE0 4 solid biomass,solid biomass,204.15739,204.15739,
Link,DE0 4 unsustainable bioliquids,DE0 4 unsustainable bioliquids,unsustainable bioliquids,3930146.94937,1331846.64388,
Link,DE0 4 urban central DAC-2025,DE0 4,DAC,0.00094,,
Link,DE0 4 urban central air heat pump-2025,DE0 4 low voltage,urban central air heat pump,0.00574,,
Link,DE0 4 urban central coal CHP-2015,EU coal,urban central coal CHP,1659.57908,1659.57908,
Link,DE0 4 urban central coal CHP-2020,EU coal,urban central coal CHP,639.58588,639.58588,
Link,DE0 4 urban central gas CHP CC-2025,DE gas,urban central gas CHP CC,0.0166,,
Link,DE0 4 urban central gas CHP-1990,DE gas,urban central gas CHP,185.16876,,
Link,DE0 4 urban central gas CHP-1995,DE gas,urban central gas CHP,204.91993,,
Link,DE0 4 urban central gas CHP-2000,DE gas,urban central gas CHP,1581.95679,1581.95679,
Link,DE0 4 urban central gas CHP-2005,DE gas,urban central gas CHP,2264.254,2264.254,
Link,DE0 4 urban central gas CHP-2010,DE gas,urban central gas CHP,964.54451,964.54451,964.54451
Link,DE0 4 urban central gas CHP-2015,DE gas,urban central gas CHP,826.69534,826.69534,826.69534
Link,DE0 4 urban central gas CHP-2020,DE gas,urban central gas CHP,2615.83527,2615.83527,2615.83527
Link,DE0 4 urban central gas CHP-2025,DE gas,urban central gas CHP,2276.84741,2276.84741,2276.84741
Link,DE0 4 urban central gas boiler-2025,DE gas,urban central gas boiler,0.09843,,
Link,DE0 4 urban central lignite CHP-2005,EU lignite,urban central lignite CHP,121.21212,,
Link,DE0 4 urban central lignite CHP-2010,EU lignite,urban central lignite CHP,252.84848,,
Link,DE0 4 urban central lignite CHP-2020,EU lignite,urban central lignite CHP,24.12121,24.12121,
Link,DE0 4 urban central oil CHP-2020,DE oil,urban central oil CHP,335.87879,335.87879,
Link,DE0 4 urban central resistive heater-2025,DE0 4 low voltage,urban central resistive heater,0.09168,,
Link,DE0 4 urban central solid biomass CHP CC-2025,DE0 4 solid biomass,urban central solid biomass CHP CC,0.00861,,
Link,DE0 4 urban central solid biomass CHP-2005,DE0 4 solid biomass,urban central solid biomass CHP,262.88848,,
Link,DE0 4 urban central solid biomass CHP-2010,DE0 4 solid biomass,urban central solid biomass CHP,1772.11767,,
Link,DE0 4 urban central solid biomass CHP-2015,DE0 4 solid biomass,urban central solid biomass CHP,374.40743,374.40743,
Link,DE0 4 urban central solid biomass CHP-2020,DE0 4 solid biomass,urban central solid biomass CHP,111.25691,111.25691,
Link,DE0 4 urban central solid biomass CHP-2025,DE0 4 solid biomass,urban central solid biomass CHP,0.04523,,
Link,DE0 4 urban central water pits charger-2025,DE0 4 urban central heat,urban central water pits charger,0.4726,,
Link,DE0 4 urban central water pits discharger-2025,DE0 4 urban central water pits,urban central water pits discharger,0.4726,,
Link,DE0 4 urban central water tanks charger-2025,DE0 4 urban central heat,urban central water tanks charger,0.13853,,
Link,DE0 4 urban central water tanks discharger-2025,DE0 4 urban central water tanks,urban central water tanks discharger,0.13853,,
Link,DE0 4 urban decentral DAC-2025,DE0 4,DAC,0.0009,,
Link,DE0 4 urban decentral air heat pump-2010,DE0 4 low voltage,urban decentral air heat pump,74.82222,,
Link,DE0 4 urban decentral air heat pump-2015,DE0 4 low voltage,urban decentral air heat pump,74.82222,,
Link,DE0 4 urban decentral air heat pump-2020,DE0 4 low voltage,urban decentral air heat pump,74.82222,74.82222,
Link,DE0 4 urban decentral air heat pump-2024,DE0 4 low voltage,urban decentral air heat pump,59.85778,59.85778,
Link,DE0 4 urban decentral air heat pump-2025,DE0 4 low voltage,urban decentral air heat pump,0.00243,,
Link,DE0 4 urban decentral biomass boiler-2010,DE0 4 solid biomass,urban decentral biomass boiler,2178.18665,,
Link,DE0 4 urban decentral biomass boiler-2015,DE0 4 solid biomass,urban decentral biomass boiler,2178.18665,,
Link,DE0 4 urban decentral biomass boiler-2020,DE0 4 solid biomass,urban decentral biomass boiler,2178.18665,2178.18665,
Link,DE0 4 urban decentral biomass boiler-2024,DE0 4 solid biomass,urban decentral biomass boiler,1742.54932,1742.54932,
Link,DE0 4 urban decentral biomass boiler-2025,DE0 4 solid biomass,urban decentral biomass boiler,0.00043,,
Link,DE0 4 urban decentral gas boiler-2010,DE gas,urban decentral gas boiler,7667.21701,,
Link,DE0 4 urban decentral gas boiler-2015,DE gas,urban decentral gas boiler,7667.21701,,
Link,DE0 4 urban decentral gas boiler-2020,DE gas,urban decentral gas boiler,7667.21701,7667.21701,
Link,DE0 4 urban decentral gas boiler-2024,DE gas,urban decentral gas boiler,6133.77361,6133.77361,
Link,DE0 4 urban decentral gas boiler-2025,DE gas,urban decentral gas boiler,0.00028,,
Link,DE0 4 urban decentral oil boiler-2010,DE oil,urban decentral oil boiler,4374.01842,,
Link,DE0 4 urban decentral oil boiler-2015,DE oil,urban decentral oil boiler,4374.01842,,
Link,DE0 4 urban decentral oil boiler-2020,DE oil,urban decentral oil boiler,4374.01842,4374.01842,
Link,DE0 4 urban decentral oil boiler-2024,DE oil,urban decentral oil boiler,3499.21473,3499.21473,
Link,DE0 4 urban decentral resistive heater-2025,DE0 4 low voltage,urban decentral resistive heater,0.0728,,
Link,DE0 4 urban decentral water tanks charger-2025,DE0 4 urban decentral heat,urban decentral water tanks charger,0.71733,,
Link,DE0 4 urban decentral water tanks discharger-2025,DE0 4 urban decentral water tanks,urban decentral water tanks discharger,0.71733,,
Link,DE0 4 waste CHP CC-2025,DE0 4 non-sequestered HVC,waste CHP CC,0.16099,,
Link,DE0 4 waste CHP-2025,DE0 4 non-sequestered HVC,waste CHP,1360.96254,1360.96254,1360.96254
Link,DE0 5 BEV charger-2025,DE0 5 low voltage,BEV charger,3835.25366,,
Link,DE0 5 CCGT-1990,DE gas,CCGT,23.15789,,
Link,DE0 5 CCGT-1995,DE gas,CCGT,159.47368,159.47368,
Link,DE0 5 CCGT-2025,DE gas,CCGT,0.02219,,
Link,DE0 5 Fischer-Tropsch-2025,DE0 5 H2,Fischer-Tropsch,0.01544,,
Link,DE0 5 H2 Electrolysis-2025,DE0 5,H2 Electrolysis,0.00569,,
Link,DE0 5 H2 Fuel Cell-2025,DE0 5 H2,H2 Fuel Cell,0.01,,
Link,DE0 5 H2 turbine-2025,DE0 5 H2,H2 turbine,0.03777,,
Link,DE0 5 OCGT-2025,DE gas,OCGT,0.0411,,
Link,DE0 5 SMR CC-2025,DE gas,SMR CC,7.86783,,
Link,DE0 5 SMR-2025,DE gas,SMR,0.3063,,
Link,DE0 5 Sabatier-2025,DE0 5 H2,Sabatier,0.01377,,
Link,DE0 5 agriculture machinery oil,DE oil,agriculture machinery oil,60.39504,60.39504,60.39504
Link,DE0 5 battery charger-2025,DE0 5,battery charger,0.05803,,
Link,DE0 5 battery discharger-2025,DE0 5 battery,battery discharger,0.05938,,
Link,DE0 5 biogas to gas CC-2025,DE0 5 biogas,biogas to gas CC,0.33728,,
Link,DE0 5 biogas to gas-2025,DE0 5 biogas,biogas to gas,1229.29601,1229.29601,
Link,DE0 5 coal for industry,EU coal,coal for industry,358.65297,222.98858,62.37443
Link,DE0 5 coal-1990,EU coal,coal,75.10161,75.10161,
Link,DE0 5 electricity distribution grid-2025,DE0 5,electricity distribution grid,5940.39545,5940.39545,5940.39545
Link,DE0 5 electricity distribution grid-reversed-2025,DE0 5 low voltage,electricity distribution grid,5940.39545,5940.39545,5940.39545
Link,DE0 5 gas for industry,DE gas,gas for industry,1925.78862,1359.58436,0.00557
Link,DE0 5 gas for industry CC-2025,DE gas,gas for industry CC,0.03411,,
Link,DE0 5 home battery charger-2025,DE0 5 low voltage,home battery charger,0.04789,,
Link,DE0 5 home battery discharger-2025,DE0 5 home battery,home battery discharger,0.049,,
Link,DE0 5 kerosene for aviation,DE oil,kerosene for aviation,1246.69403,1370.45344,1273.19765
Link,DE0 5 land transport oil,DE oil,land transport oil,4734.98372,1570.0986,119.71658
Link,DE0 5 lignite-1970,EU lignite,lignite,5219.87058,5219.87058,
Link,DE0 5 lignite-1995,EU lignite,lignite,173.9975,,
Link,DE0 5 lignite-2015,EU lignite,lignite,61.51515,61.51515,
Link,DE0 5 methanolisation-2025,DE0 5 H2,methanolisation,10.20436,10.20436,
Link,DE0 5 naphtha for industry,DE oil,naphtha for industry,1318.49315,1005.70776,668.94977
Link,DE0 5 oil-1995,DE oil,oil,342.85714,,
Link,DE0 5 oil-2000,DE oil,oil,264.28571,264.28571,
Link,DE0 5 process emissions,DE0 5 process emissions,process emissions,317.40232,0.00468,0.00055
Link,DE0 5 process emissions CC-2025,DE0 5 process emissions,process emissions CC,0.80162,,
Link,DE0 5 rural air heat pump-2025,DE0 5 low voltage,rural air heat pump,0.00407,,
Link,DE0 5 rural biomass boiler-2010,DE0 5 solid biomass,rural biomass boiler,476.34902,,
Link,DE0 5 rural biomass boiler-2015,DE0 5 solid biomass,rural biomass boiler,476.34902,,
Link,DE0 5 rural biomass boiler-2020,DE0 5 solid biomass,rural biomass boiler,476.34902,476.34902,
Link,DE0 5 rural biomass boiler-2024,DE0 5 solid biomass,rural biomass boiler,381.07922,381.07922,
Link,DE0 5 rural biomass boiler-2025,DE0 5 solid biomass,rural biomass boiler,0.00056,,
Link,DE0 5 rural gas boiler-2010,DE gas,rural gas boiler,1676.74857,,
Link,DE0 5 rural gas boiler-2015,DE gas,rural gas boiler,1676.74857,,
Link,DE0 5 rural gas boiler-2020,DE gas,rural gas boiler,1676.74857,1676.74857,
Link,DE0 5 rural gas boiler-2024,DE gas,rural gas boiler,1341.39885,1341.39885,
Link,DE0 5 rural gas boiler-2025,DE gas,rural gas boiler,0.00036,,
Link,DE0 5 rural ground heat pump-2010,DE0 5 low voltage,rural ground heat pump,21.02688,,
Link,DE0 5 rural ground heat pump-2015,DE0 5 low voltage,rural ground heat pump,21.02688,,
Link,DE0 5 rural ground heat pump-2020,DE0 5 low voltage,rural ground heat pump,21.02688,21.02688,
Link,DE0 5 rural ground heat pump-2024,DE0 5 low voltage,rural ground heat pump,16.82151,16.82151,
Link,DE0 5 rural ground heat pump-2025,DE0 5 low voltage,rural ground heat pump,0.00329,,
Link,DE0 5 rural oil boiler-2010,DE oil,rural oil boiler,956.55687,,
Link,DE0 5 rural oil boiler-2015,DE oil,rural oil boiler,956.55687,,
Link,DE0 5 rural oil boiler-2020,DE oil,rural oil boiler,956.55687,956.55687,
Link,DE0 5 rural oil boiler-2024,DE oil,rural oil boiler,765.2455,765.2455,
Link,DE0 5 rural resistive heater-2025,DE0 5 low voltage,rural resistive heater,7.33262,,
Link,DE0 5 rural water tanks charger-2025,DE0 5 rural heat,rural water tanks charger,0.70595,,
Link,DE0 5 rural water tanks discharger-2025,DE0 5 rural water tanks,rural water tanks discharger,0.70595,,
Link,DE0 5 shipping oil,DE oil,shipping oil,29.32602,19.06192,5.8652
Link,DE0 5 solid biomass biomass to liquid CC-2025,DE0 5 solid biomass,biomass to liquid CC,0.00726,,
Link,DE0 5 solid biomass biomass to liquid-2025,DE0 5 solid biomass,biomass to liquid,0.01034,,
Link,DE0 5 solid biomass for industry,DE0 5 solid biomass,solid biomass for industry,457.75136,520.53758,0.00171
Link,DE0 5 solid biomass for industry CC-2025,DE0 5 solid biomass,solid biomass for industry CC,0.03511,,
Link,DE0 5 solid biomass-2005,DE0 5 solid biomass,solid biomass,67.18634,,
Link,DE0 5 solid biomass-2010,DE0 5 solid biomass,solid biomass,497.40163,,
Link,DE0 5 unsustainable bioliquids,DE0 5 unsustainable bioliquids,unsustainable bioliquids,5077241.92356,1650232.5303,
Link,DE0 5 urban central DAC-2025,DE0 5,DAC,0.00092,,
Link,DE0 5 urban central air heat pump-2025,DE0 5 low voltage,urban central air heat pump,0.00548,,
Link,DE0 5 urban central gas CHP CC-2025,DE gas,urban central gas CHP CC,0.01688,,
Link,DE0 5 urban central gas CHP-1990,DE gas,urban central gas CHP,55.84008,,
Link,DE0 5 urban central gas CHP-1995,DE gas,urban central gas CHP,979.71887,,
Link,DE0 5 urban central gas CHP-2000,DE gas,urban central gas CHP,1135.37179,1135.37179,
Link,DE0 5 urban central gas CHP-2005,DE gas,urban central gas CHP,130.31988,130.31988,
Link,DE0 5 urban central gas CHP-2010,DE gas,urban central gas CHP,2077.41209,2077.41209,2077.41209
Link,DE0 5 urban central gas CHP-2015,DE gas,urban central gas CHP,1436.82686,1436.82686,1436.82686
Link,DE0 5 urban central gas CHP-2020,DE gas,urban central gas CHP,999.35281,999.35281,999.35281
Link,DE0 5 urban central gas CHP-2025,DE gas,urban central gas CHP,98.92432,98.92432,98.92432
Link,DE0 5 urban central gas boiler-2025,DE gas,urban central gas boiler,0.09822,,
Link,DE0 5 urban central lignite CHP-2015,EU lignite,urban central lignite CHP,17.50303,17.50303,
Link,DE0 5 urban central oil CHP-2015,DE oil,urban central oil CHP,12.12121,12.12121,
Link,DE0 5 urban central resistive heater-2025,DE0 5 low voltage,urban central resistive heater,0.09168,,
Link,DE0 5 urban central solid biomass CHP CC-2025,DE0 5 solid biomass,urban central solid biomass CHP CC,0.00843,,
Link,DE0 5 urban central solid biomass CHP-2005,DE0 5 solid biomass,urban central solid biomass CHP,4263.84802,,
Link,DE0 5 urban central solid biomass CHP-2010,DE0 5 solid biomass,urban central solid biomass CHP,487.54909,,
Link,DE0 5 urban central solid biomass CHP-2015,DE0 5 solid biomass,urban central solid biomass CHP,580.72196,580.72196,
Link,DE0 5 urban central solid biomass CHP-2020,DE0 5 solid biomass,urban central solid biomass CHP,431.45659,431.45659,
Link,DE0 5 urban central solid biomass CHP-2025,DE0 5 solid biomass,urban central solid biomass CHP,0.03961,,
Link,DE0 5 urban central water pits charger-2025,DE0 5 urban central heat,urban central water pits charger,0.50334,,
Link,DE0 5 urban central water pits discharger-2025,DE0 5 urban central water pits,urban central water pits discharger,0.50334,,
Link,DE0 5 urban central water tanks charger-2025,DE0 5 urban central heat,urban central water tanks charger,0.14035,,
Link,DE0 5 urban central water tanks discharger-2025,DE0 5 urban central water tanks,urban central water tanks discharger,0.14035,,
Link,DE0 5 urban decentral DAC-2025,DE0 5,DAC,0.00085,,
Link,DE0 5 urban decentral air heat pump-2010,DE0 5 low voltage,urban decentral air heat pump,23.12957,,
Link,DE0 5 urban decentral air heat pump-2015,DE0 5 low voltage,urban decentral air heat pump,23.12957,,
Link,DE0 5 urban decentral air heat pump-2020,DE0 5 low voltage,urban decentral air heat pump,23.12957,23.12957,
Link,DE0 5 urban decentral air heat pump-2024,DE0 5 low voltage,urban decentral air heat pump,18.50366,18.50366,
Link,DE0 5 urban decentral air heat pump-2025,DE0 5 low voltage,urban decentral air heat pump,0.0033,,
Link,DE0 5 urban decentral biomass boiler-2010,DE0 5 solid biomass,urban decentral biomass boiler,441.87283,,
Link,DE0 5 urban decentral biomass boiler-2015,DE0 5 solid biomass,urban decentral biomass boiler,441.87283,,
Link,DE0 5 urban decentral biomass boiler-2020,DE0 5 solid biomass,urban decentral biomass boiler,441.87283,441.87283,
Link,DE0 5 urban decentral biomass boiler-2024,DE0 5 solid biomass,urban decentral biomass boiler,353.49827,353.49827,
Link,DE0 5 urban decentral biomass boiler-2025,DE0 5 solid biomass,urban decentral biomass boiler,0.00027,,
Link,DE0 5 urban decentral gas boiler-2010,DE gas,urban decentral gas boiler,1555.39237,,
Link,DE0 5 urban decentral gas boiler-2015,DE gas,urban decentral gas boiler,1555.39237,,
Link,DE0 5 urban decentral gas boiler-2020,DE gas,urban decentral gas boiler,1555.39237,1555.39237,
Link,DE0 5 urban decentral gas boiler-2024,DE gas,urban decentral gas boiler,1244.3139,1244.3139,
Link,DE0 5 urban decentral gas boiler-2025,DE gas,urban decentral gas boiler,0.00034,,
Link,DE0 5 urban decentral oil boiler-2010,DE oil,urban decentral oil boiler,887.3252,,
Link,DE0 5 urban decentral oil boiler-2015,DE oil,urban decentral oil boiler,887.3252,,
Link,DE0 5 urban decentral oil boiler-2020,DE oil,urban decentral oil boiler,887.3252,887.3252,
Link,DE0 5 urban decentral oil boiler-2024,DE oil,urban decentral oil boiler,709.86016,709.86016,
Link,DE0 5 urban decentral resistive heater-2025,DE0 5 low voltage,urban decentral resistive heater,18.50729,18.50729,
Link,DE0 5 urban decentral water tanks charger-2025,DE0 5 urban decentral heat,urban decentral water tanks charger,0.71261,,
Link,DE0 5 urban decentral water tanks discharger-2025,DE0 5 urban decentral water tanks,urban decentral water tanks discharger,0.71261,,
Link,DE0 5 waste CHP CC-2025,DE0 5 non-sequestered HVC,waste CHP CC,0.12172,,
Link,DE0 5 waste CHP-2025,DE0 5 non-sequestered HVC,waste CHP,543.95005,543.95005,543.95005
Link,DE0 6 BEV charger-2025,DE0 6 low voltage,BEV charger,7029.00167,,
Link,DE0 6 CCGT-1965,DE gas,CCGT,636.84211,636.84211,
