component,name,bus,carrier,2025,2035,2045
Store,DE0 1 home battery-2035,DE0 1 home battery,home battery,,0.05176,
Store,DE0 1 rural water tanks-2035,DE0 1 rural water tanks,rural water tanks,,0.05628,
Store,DE0 1 urban central water pits-2035,DE0 1 urban central water pits,urban central water pits,,503230.28546,503230.28546
Store,DE0 1 urban central water tanks-2035,DE0 1 urban central water tanks,urban central water tanks,,4.51856,
Store,DE0 1 urban decentral water tanks-2035,DE0 1 urban decentral water tanks,urban decentral water tanks,,0.05655,
Store,DE0 2 EV battery,DE0 2 EV battery,EV battery,,70867.10424,109675.23104
Store,DE0 2 H2 Store-2035,DE0 2 H2,H2 Store,,217455.68557,217455.68557
Store,DE0 2 battery-2035,DE0 2 battery,battery,,0.07229,
Store,DE0 2 co2 sequestered-2035,DE0 2 co2 sequestered,co2 sequestered,,19983957.57929,19983957.57929
Store,DE0 2 home battery-2035,DE0 2 home battery,home battery,,0.05178,
Store,DE0 2 rural water tanks-2035,DE0 2 rural water tanks,rural water tanks,,0.05636,
Store,DE0 2 urban central water pits-2035,DE0 2 urban central water pits,urban central water pits,,157.71255,157.71255
Store,DE0 2 urban central water tanks-2035,DE0 2 urban central water tanks,urban central water tanks,,4.38357,
Store,DE0 2 urban decentral water tanks-2035,DE0 2 urban decentral water tanks,urban decentral water tanks,,0.05651,
Store,DE0 3 EV battery,DE0 3 EV battery,EV battery,,87213.14406,134972.66224
Store,DE0 3 H2 Store-2035,DE0 3 H2,H2 Store,,707142.64408,707142.64408
Store,DE0 3 battery-2035,DE0 3 battery,battery,,0.07258,
Store,DE0 3 home battery-2035,DE0 3 home battery,home battery,,0.05154,
Store,DE0 3 rural water tanks-2035,DE0 3 rural water tanks,rural water tanks,,0.05627,
Store,DE0 3 urban central water pits-2035,DE0 3 urban central water pits,urban central water pits,,202747.30835,202747.30835
Store,DE0 3 urban central water tanks-2035,DE0 3 urban central water tanks,urban central water tanks,,4.49561,
Store,DE0 3 urban decentral water tanks-2035,DE0 3 urban decentral water tanks,urban decentral water tanks,,0.05646,
Store,DE0 4 EV battery,DE0 4 EV battery,EV battery,,132695.77187,205362.41173
Store,DE0 4 H2 Store-2035,DE0 4 H2,H2 Store,,4912452.49095,4912452.49095
Store,DE0 4 battery-2035,DE0 4 battery,battery,,0.07232,
Store,DE0 4 home battery-2035,DE0 4 home battery,home battery,,0.05179,
Store,DE0 4 rural water tanks-2035,DE0 4 rural water tanks,rural water tanks,,0.05643,
Store,DE0 4 urban central water pits-2035,DE0 4 urban central water pits,urban central water pits,,479891.66843,479891.66843
Store,DE0 4 urban central water tanks-2035,DE0 4 urban central water tanks,urban central water tanks,,4.49007,
Store,DE0 4 urban decentral water tanks-2035,DE0 4 urban decentral water tanks,urban decentral water tanks,,0.05672,
Store,DE0 5 EV battery,DE0 5 EV battery,EV battery,,53040.90536,82087.07852
Store,DE0 5 H2 Store-2035,DE0 5 H2,H2 Store,,1929394.51192,1929394.51192
Store,DE0 5 battery-2035,DE0 5 battery,battery,,0.0723,
Store,DE0 5 home battery-2035,DE0 5 home battery,home battery,,0.05169,
Store,DE0 5 rural water tanks-2035,DE0 5 rural water tanks,rural water tanks,,0.05628,
Store,DE0 5 urban central water pits-2035,DE0 5 urban central water pits,urban central water pits,,358075.33419,358075.33419
Store,DE0 5 urban central water tanks-2035,DE0 5 urban central water tanks,urban central water tanks,,4.48044,
Store,DE0 5 urban decentral water tanks-2035,DE0 5 urban decentral water tanks,urban decentral water tanks,,0.0567,
Store,DE0 6 EV battery,DE0 6 EV battery,EV battery,,97209.8967,150443.82009
Store,DE0 6 H2 Store-2035,DE0 6 H2,H2 Store,,0.19949,
Store,DE0 6 battery-2035,DE0 6 battery,battery,,0.0726,
Store,DE0 6 home battery-2035,DE0 6 home battery,home battery,,0.05189,
Store,DE0 6 rural water tanks-2035,DE0 6 rural water tanks,rural water tanks,,0.05638,
Store,DE0 6 urban central water pits-2035,DE0 6 urban central water pits,urban central water pits,,686605.04365,686605.04365
Store,DE0 6 urban central water tanks-2035,DE0 6 urban central water tanks,urban central water tanks,,4.50565,
Store,DE0 6 urban decentral water tanks-2035,DE0 6 urban decentral water tanks,urban decentral water tanks,,0.05677,
Store,DE0 7 EV battery,DE0 7 EV battery,EV battery,,64875.50873,100402.52787
Store,DE0 7 H2 Store-2035,DE0 7 H2,H2 Store,,0.19949,
Store,DE0 7 battery-2035,DE0 7 battery,battery,,0.07251,
Store,DE0 7 home battery-2035,DE0 7 home battery,home battery,,0.05182,
Store,DE0 7 rural water tanks-2035,DE0 7 rural water tanks,rural water tanks,,0.05633,
Store,DE0 7 urban central water pits-2035,DE0 7 urban central water pits,urban central water pits,,346654.73824,346654.73824
Store,DE0 7 urban central water tanks-2035,DE0 7 urban central water tanks,urban central water tanks,,4.40025,
Store,DE0 7 urban decentral water tanks-2035,DE0 7 urban decentral water tanks,urban decentral water tanks,,0.05677,
Generator,DE0 0 0 onwind-2045,DE0 0,onwind,,,0.05112
Generator,DE0 0 0 solar rooftop-2045,DE0 0 low voltage,solar rooftop,,,0.00194
Generator,DE0 0 0 solar-2045,DE0 0,solar,,,0.74221
Generator,DE0 0 0 solar-hsat-2045,DE0 0,solar-hsat,,,3771.01581
Generator,DE0 1 0 offwind-ac-2045,DE0 1,offwind-ac,,,0.0379
Generator,DE0 1 0 offwind-dc-2045,DE0 1,offwind-dc,,,217.83164
Generator,DE0 1 0 onwind-2045,DE0 1,onwind,,,4042.19854
Generator,DE0 1 0 solar rooftop-2045,DE0 1 low voltage,solar rooftop,,,0.03249
Generator,DE0 1 0 solar-2045,DE0 1,solar,,,0.06081
Generator,DE0 1 0 solar-hsat-2045,DE0 1,solar-hsat,,,0.05386
Generator,DE0 2 0 offwind-ac-2045,DE0 2,offwind-ac,,,635.50392
Generator,DE0 2 0 offwind-dc-2045,DE0 2,offwind-dc,,,21892.60706
Generator,DE0 2 0 onwind-2045,DE0 2,onwind,,,3092.01396
Generator,DE0 2 0 solar rooftop-2045,DE0 2 low voltage,solar rooftop,,,0.01333
Generator,DE0 2 0 solar-2045,DE0 2,solar,,,0.06272
Generator,DE0 2 0 solar-hsat-2045,DE0 2,solar-hsat,,,0.05615
Generator,DE0 3 0 offwind-ac-2045,DE0 3,offwind-ac,,,1328.78096
Generator,DE0 3 0 offwind-dc-2045,DE0 3,offwind-dc,,,759.0384
Generator,DE0 3 0 onwind-2045,DE0 3,onwind,,,3385.31664
Generator,DE0 3 0 solar rooftop-2045,DE0 3 low voltage,solar rooftop,,,0.01058
Generator,DE0 3 0 solar-2045,DE0 3,solar,,,0.09883
Generator,DE0 3 0 solar-hsat-2045,DE0 3,solar-hsat,,,0.08815
Generator,DE0 4 0 onwind-2045,DE0 4,onwind,,,1942.78154
Generator,DE0 4 0 solar rooftop-2045,DE0 4 low voltage,solar rooftop,,,0.0147
Generator,DE0 4 0 solar-2045,DE0 4,solar,,,0.11515
Generator,DE0 4 0 solar-hsat-2045,DE0 4,solar-hsat,,,0.11989
Generator,DE0 5 0 onwind-2045,DE0 5,onwind,,,16007.13365
Generator,DE0 5 0 solar rooftop-2045,DE0 5 low voltage,solar rooftop,,,0.00335
Generator,DE0 5 0 solar-2045,DE0 5,solar,,,0.13132
Generator,DE0 5 0 solar-hsat-2045,DE0 5,solar-hsat,,,0.13172
Generator,DE0 6 0 onwind-2045,DE0 6,onwind,,,15982.92148
Generator,DE0 6 0 solar rooftop-2045,DE0 6 low voltage,solar rooftop,,,0.00347
Generator,DE0 6 0 solar-2045,DE0 6,solar,,,0.16175
Generator,DE0 6 0 solar-hsat-2045,DE0 6,solar-hsat,,,0.21332
Generator,DE0 7 0 onwind-2045,DE0 7,onwind,,,0.02009
Generator,DE0 7 0 solar rooftop-2045,DE0 7 low voltage,solar rooftop,,,0.00231
Generator,DE0 7 0 solar-2045,DE0 7,solar,,,0.25023
Generator,DE0 7 0 solar-hsat-2045,DE0 7,solar-hsat,,,0.27613
Link,CO2 pipeline AT0 0 -> DE0 0-2045,AT0 0 co2 stored,CO2 pipeline,,,0.0119
Link,CO2 pipeline AT0 0 -> DE0 7-2045,AT0 0 co2 stored,CO2 pipeline,,,445.06773
Link,CO2 pipeline BE0 0 -> DE0 4-2045,BE0 0 co2 stored,CO2 pipeline,,,672.82043
Link,CO2 pipeline CH0 0 -> DE0 0-2045,CH0 0 co2 stored,CO2 pipeline,,,120.48576
Link,CO2 pipeline CZ0 0 -> DE0 3-2045,CZ0 0 co2 stored,CO2 pipeline,,,0.2794
Link,CO2 pipeline CZ0 0 -> DE0 7-2045,CZ0 0 co2 stored,CO2 pipeline,,,0.01583
Link,CO2 pipeline DE0 0 -> DE0 1-2045,DE0 0 co2 stored,CO2 pipeline,,,0.01609
Link,CO2 pipeline DE0 0 -> DE0 5-2045,DE0 0 co2 stored,CO2 pipeline,,,0.02386
Link,CO2 pipeline DE0 0 -> DE0 6-2045,DE0 0 co2 stored,CO2 pipeline,,,0.09327
Link,CO2 pipeline DE0 0 -> DE0 7-2045,DE0 0 co2 stored,CO2 pipeline,,,0.02605
Link,CO2 pipeline DE0 1 -> DE0 2-2045,DE0 1 co2 stored,CO2 pipeline,,,0.01962
Link,CO2 pipeline DE0 1 -> DE0 3-2045,DE0 1 co2 stored,CO2 pipeline,,,2358.56842
Link,CO2 pipeline DE0 1 -> DE0 4-2045,DE0 1 co2 stored,CO2 pipeline,,,0.01131
Link,CO2 pipeline DE0 1 -> DE0 5-2045,DE0 1 co2 stored,CO2 pipeline,,,0.03716
Link,CO2 pipeline DE0 1 -> DE0 6-2045,DE0 1 co2 stored,CO2 pipeline,,,0.01555
Link,CO2 pipeline DE0 1 -> DE0 7-2045,DE0 1 co2 stored,CO2 pipeline,,,0.01772
Link,CO2 pipeline DE0 1 -> DK0 0-2045,DE0 1 co2 stored,CO2 pipeline,,,149.20837
Link,CO2 pipeline DE0 1 -> DK1 0-2045,DE0 1 co2 stored,CO2 pipeline,,,0.02923
Link,CO2 pipeline DE0 1 -> NO1 0-2045,DE0 1 co2 stored,CO2 pipeline,,,0.00183
Link,CO2 pipeline DE0 1 -> SE1 0-2045,DE0 1 co2 stored,CO2 pipeline,,,0.00204
Link,CO2 pipeline DE0 2 -> DE0 3-2045,DE0 2 co2 stored,CO2 pipeline,,,0.01851
Link,CO2 pipeline DE0 2 -> DE0 4-2045,DE0 2 co2 stored,CO2 pipeline,,,1518.07245
Link,CO2 pipeline DE0 2 -> DE0 5-2045,DE0 2 co2 stored,CO2 pipeline,,,443.01096
Link,CO2 pipeline DE0 2 -> DE0 6-2045,DE0 2 co2 stored,CO2 pipeline,,,905.25416
Link,CO2 pipeline DE0 2 -> GB2 0-2045,DE0 2 co2 stored,CO2 pipeline,,,0.00289
Link,CO2 pipeline DE0 2 -> NL0 0-2045,DE0 2 co2 stored,CO2 pipeline,,,503.19493
Link,CO2 pipeline DE0 3 -> DE0 5-2045,DE0 3 co2 stored,CO2 pipeline,,,0.01779
Link,CO2 pipeline DE0 3 -> PL0 0-2045,DE0 3 co2 stored,CO2 pipeline,,,1831.789
Link,CO2 pipeline DE0 4 -> DE0 6-2045,DE0 4 co2 stored,CO2 pipeline,,,1.89727
Link,CO2 pipeline DE0 4 -> FR0 0-2045,DE0 4 co2 stored,CO2 pipeline,,,0.01351
Link,CO2 pipeline DE0 4 -> LU0 0-2045,DE0 4 co2 stored,CO2 pipeline,,,50.22058
Link,CO2 pipeline DE0 4 -> NL0 0-2045,DE0 4 co2 stored,CO2 pipeline,,,0.02057
Link,CO2 pipeline DE0 5 -> DE0 6-2045,DE0 5 co2 stored,CO2 pipeline,,,0.01544
Link,CO2 pipeline DE0 5 -> DE0 7-2045,DE0 5 co2 stored,CO2 pipeline,,,0.03226
Link,CO2 pipeline DE0 6 -> FR0 0-2045,DE0 6 co2 stored,CO2 pipeline,,,0.00908
Link,DC40,DE0 2,DC,,,0.01626
Link,DC40-reversed,DE0 3,DC,,,0.01626
Link,DC40plus,DE0 2,DC,,,0.01927
Link,DC40plus-reversed,DE0 5,DC,,,0.01927
Link,DC41,DE0 2,DC,,,0.02347
Link,DC41-reversed,DE0 6,DC,,,0.02347
Link,DC42,DE0 1,DC,,,0.01586
Link,DC42-reversed,DE0 0,DC,,,0.01586
Link,DC42plus,DE0 1,DC,,,0.0179
Link,DC42plus-reversed,DE0 6,DC,,,0.0179
Link,DE0 0 BEV charger-2045,DE0 0 low voltage,BEV charger,,,47994.86463
Link,DE0 0 Fischer-Tropsch-2045,DE0 0 H2,Fischer-Tropsch,,,0.01164
Link,DE0 0 H2 CCGT-2045,DE0 0 H2,H2 CCGT,,,0.01588
Link,DE0 0 H2 Electrolysis-2045,DE0 0,H2 Electrolysis,,,0.0175
Link,DE0 0 H2 Fuel Cell-2045,DE0 0 H2,H2 Fuel Cell,,,0.00685
Link,DE0 0 H2 OCGT-2045,DE0 0 H2,H2 OCGT,,,0.39021
Link,DE0 0 H2 turbine-2045,DE0 0 H2,H2 turbine,,,0.16456
Link,DE0 0 SMR CC-2045,DE gas,SMR CC,,,0.00679
Link,DE0 0 SMR-2045,DE gas,SMR,,,0.00603
Link,DE0 0 Sabatier-2045,DE0 0 H2,Sabatier,,,0.00585
Link,DE0 0 battery charger-2045,DE0 0,battery charger,,,0.06809
Link,DE0 0 battery discharger-2045,DE0 0 battery,battery discharger,,,0.06949
Link,DE0 0 biogas to gas CC-2045,DE0 0 biogas,biogas to gas CC,,,236.6278
Link,DE0 0 biogas to gas-2045,DE0 0 biogas,biogas to gas,,,0.00713
Link,DE0 0 electricity distribution grid-2045,DE0 0,electricity distribution grid,,,3453.23868
Link,DE0 0 electricity distribution grid-reversed-2045,DE0 0 low voltage,electricity distribution grid,,,3453.23868
Link,DE0 0 gas for industry CC-2045,DE gas,gas for industry CC,,,517.50436
Link,DE0 0 home battery charger-2045,DE0 0 low voltage,home battery charger,,,0.04847
Link,DE0 0 home battery discharger-2045,DE0 0 home battery,home battery discharger,,,0.04947
Link,DE0 0 methanolisation-2045,DE0 0 H2,methanolisation,,,0.04712
Link,DE0 0 process emissions CC-2045,DE0 0 process emissions,process emissions CC,,,11.00661
Link,DE0 0 rural air heat pump-2045,DE0 0 low voltage,rural air heat pump,,,0.0025
Link,DE0 0 rural biomass boiler-2045,DE0 0 solid biomass,rural biomass boiler,,,0.00028
Link,DE0 0 rural ground heat pump-2045,DE0 0 low voltage,rural ground heat pump,,,41.9036
Link,DE0 0 rural resistive heater-2045,DE0 0 low voltage,rural resistive heater,,,0.03869
Link,DE0 0 rural water tanks charger-2045,DE0 0 rural heat,rural water tanks charger,,,0.39621
Link,DE0 0 rural water tanks discharger-2045,DE0 0 rural water tanks,rural water tanks discharger,,,0.39621
Link,DE0 0 solid biomass biomass to liquid CC-2045,DE0 0 solid biomass,biomass to liquid CC,,,0.00552
Link,DE0 0 solid biomass biomass to liquid-2045,DE0 0 solid biomass,biomass to liquid,,,0.00387
Link,DE0 0 solid biomass for industry CC-2045,DE0 0 solid biomass,solid biomass for industry CC,,,753.42593
Link,DE0 0 urban central DAC-2045,DE0 0,DAC,,,0.00135
Link,DE0 0 urban central H2 CHP-2045,DE0 0 H2,urban central H2 CHP,,,1688.73447
Link,DE0 0 urban central air heat pump-2045,DE0 0 low voltage,urban central air heat pump,,,250.97886
Link,DE0 0 urban central gas CHP CC-2045,DE gas,urban central gas CHP CC,,,0.00987
Link,DE0 0 urban central gas boiler-2045,DE gas,urban central gas boiler,,,0.04248
Link,DE0 0 urban central resistive heater-2045,DE0 0 low voltage,urban central resistive heater,,,0.06423
Link,DE0 0 urban central solid biomass CHP CC-2045,DE0 0 solid biomass,urban central solid biomass CHP CC,,,0.00351
Link,DE0 0 urban central solid biomass CHP-2045,DE0 0 solid biomass,urban central solid biomass CHP,,,0.00525
Link,DE0 0 urban central water pits charger-2045,DE0 0 urban central heat,urban central water pits charger,,,1.67727
Link,DE0 0 urban central water pits discharger-2045,DE0 0 urban central water pits,urban central water pits discharger,,,1.67727
Link,DE0 0 urban central water tanks charger-2045,DE0 0 urban central heat,urban central water tanks charger,,,0.07197
Link,DE0 0 urban central water tanks discharger-2045,DE0 0 urban central water tanks,urban central water tanks discharger,,,0.07197
Link,DE0 0 urban decentral DAC-2045,DE0 0,DAC,,,0.00143
Link,DE0 0 urban decentral air heat pump-2045,DE0 0 low voltage,urban decentral air heat pump,,,854.40349
Link,DE0 0 urban decentral biomass boiler-2045,DE0 0 solid biomass,urban decentral biomass boiler,,,1774.65547
Link,DE0 0 urban decentral resistive heater-2045,DE0 0 low voltage,urban decentral resistive heater,,,1444.97982
Link,DE0 0 urban decentral water tanks charger-2045,DE0 0 urban decentral heat,urban decentral water tanks charger,,,0.39614
Link,DE0 0 urban decentral water tanks discharger-2045,DE0 0 urban decentral water tanks,urban decentral water tanks discharger,,,0.39614
Link,DE0 0 waste CHP CC-2045,DE0 0 non-sequestered HVC,waste CHP CC,,,0.0032
Link,DE0 0 waste CHP-2045,DE0 0 non-sequestered HVC,waste CHP,,,0.00299
Link,DE0 1 BEV charger-2045,DE0 1 low voltage,BEV charger,,,50100.44852
Link,DE0 1 Fischer-Tropsch-2045,DE0 1 H2,Fischer-Tropsch,,,0.01023
Link,DE0 1 H2 CCGT-2045,DE0 1 H2,H2 CCGT,,,0.01356
Link,DE0 1 H2 Electrolysis-2045,DE0 1,H2 Electrolysis,,,0.02324
Link,DE0 1 H2 Fuel Cell-2045,DE0 1 H2,H2 Fuel Cell,,,0.00541
Link,DE0 1 H2 OCGT-2045,DE0 1 H2,H2 OCGT,,,0.10539
Link,DE0 1 H2 turbine-2045,DE0 1 H2,H2 turbine,,,0.07686
Link,DE0 1 SMR CC-2045,DE gas,SMR CC,,,0.0074
Link,DE0 1 SMR-2045,DE gas,SMR,,,0.00599
Link,DE0 1 Sabatier-2045,DE0 1 H2,Sabatier,,,0.00558
Link,DE0 1 battery charger-2045,DE0 1,battery charger,,,0.06841
Link,DE0 1 battery discharger-2045,DE0 1 battery,battery discharger,,,0.06982
Link,DE0 1 biogas to gas CC-2045,DE0 1 biogas,biogas to gas CC,,,704.22179
Link,DE0 1 biogas to gas-2045,DE0 1 biogas,biogas to gas,,,0.00697
Link,DE0 1 electricity distribution grid-2045,DE0 1,electricity distribution grid,,,3072.73899
Link,DE0 1 electricity distribution grid-reversed-2045,DE0 1 low voltage,electricity distribution grid,,,3072.73899
Link,DE0 1 gas for industry CC-2045,DE gas,gas for industry CC,,,1325.4704
Link,DE0 1 home battery charger-2045,DE0 1 low voltage,home battery charger,,,0.04874
Link,DE0 1 home battery discharger-2045,DE0 1 home battery,home battery discharger,,,0.04975
Link,DE0 1 methanolisation-2045,DE0 1 H2,methanolisation,,,0.02913
Link,DE0 1 process emissions CC-2045,DE0 1 process emissions,process emissions CC,,,0.00299
Link,DE0 1 rural air heat pump-2045,DE0 1 low voltage,rural air heat pump,,,0.0029
Link,DE0 1 rural biomass boiler-2045,DE0 1 solid biomass,rural biomass boiler,,,0.00035
Link,DE0 1 rural ground heat pump-2045,DE0 1 low voltage,rural ground heat pump,,,29.10903
Link,DE0 1 rural resistive heater-2045,DE0 1 low voltage,rural resistive heater,,,0.03924
Link,DE0 1 rural water tanks charger-2045,DE0 1 rural heat,rural water tanks charger,,,0.39688
Link,DE0 1 rural water tanks discharger-2045,DE0 1 rural water tanks,rural water tanks discharger,,,0.39688
Link,DE0 1 solid biomass biomass to liquid CC-2045,DE0 1 solid biomass,biomass to liquid CC,,,0.01125
Link,DE0 1 solid biomass biomass to liquid-2045,DE0 1 solid biomass,biomass to liquid,,,0.00434
Link,DE0 1 solid biomass for industry CC-2045,DE0 1 solid biomass,solid biomass for industry CC,,,556.8256
Link,DE0 1 urban central DAC-2045,DE0 1,DAC,,,0.00407
Link,DE0 1 urban central H2 CHP-2045,DE0 1 H2,urban central H2 CHP,,,0.0218
Link,DE0 1 urban central air heat pump-2045,DE0 1 low voltage,urban central air heat pump,,,0.00225
Link,DE0 1 urban central gas CHP CC-2045,DE gas,urban central gas CHP CC,,,0.00734
Link,DE0 1 urban central gas boiler-2045,DE gas,urban central gas boiler,,,0.042
Link,DE0 1 urban central resistive heater-2045,DE0 1 low voltage,urban central resistive heater,,,0.04944
Link,DE0 1 urban central solid biomass CHP CC-2045,DE0 1 solid biomass,urban central solid biomass CHP CC,,,0.00293
Link,DE0 1 urban central solid biomass CHP-2045,DE0 1 solid biomass,urban central solid biomass CHP,,,0.00395
Link,DE0 1 urban central water pits charger-2045,DE0 1 urban central heat,urban central water pits charger,,,0.71854
Link,DE0 1 urban central water pits discharger-2045,DE0 1 urban central water pits,urban central water pits discharger,,,0.71854
Link,DE0 1 urban central water tanks charger-2045,DE0 1 urban central heat,urban central water tanks charger,,,0.06832
Link,DE0 1 urban central water tanks discharger-2045,DE0 1 urban central water tanks,urban central water tanks discharger,,,0.06832
Link,DE0 1 urban decentral DAC-2045,DE0 1,DAC,,,0.00151
Link,DE0 1 urban decentral air heat pump-2045,DE0 1 low voltage,urban decentral air heat pump,,,559.86023
Link,DE0 1 urban decentral biomass boiler-2045,DE0 1 solid biomass,urban decentral biomass boiler,,,2020.77187
Link,DE0 1 urban decentral resistive heater-2045,DE0 1 low voltage,urban decentral resistive heater,,,961.78291
Link,DE0 1 urban decentral water tanks charger-2045,DE0 1 urban decentral heat,urban decentral water tanks charger,,,0.39645
Link,DE0 1 urban decentral water tanks discharger-2045,DE0 1 urban decentral water tanks,urban decentral water tanks discharger,,,0.39645
Link,DE0 1 waste CHP CC-2045,DE0 1 non-sequestered HVC,waste CHP CC,,,0.00648
Link,DE0 1 waste CHP-2045,DE0 1 non-sequestered HVC,waste CHP,,,0.00331
Link,DE0 2 BEV charger-2045,DE0 2 low voltage,BEV charger,,,48257.10166
Link,DE0 2 Fischer-Tropsch-2045,DE0 2 H2,Fischer-Tropsch,,,0.01033
Link,DE0 2 H2 CCGT-2045,DE0 2 H2,H2 CCGT,,,0.01339
Link,DE0 2 H2 Electrolysis-2045,DE0 2,H2 Electrolysis,,,0.03176
Link,DE0 2 H2 Fuel Cell-2045,DE0 2 H2,H2 Fuel Cell,,,0.00621
Link,DE0 2 H2 OCGT-2045,DE0 2 H2,H2 OCGT,,,0.09795
Link,DE0 2 H2 turbine-2045,DE0 2 H2,H2 turbine,,,0.07268
Link,DE0 2 SMR CC-2045,DE gas,SMR CC,,,0.00743
Link,DE0 2 SMR-2045,DE gas,SMR,,,0.00599
Link,DE0 2 Sabatier-2045,DE0 2 H2,Sabatier,,,0.00559
Link,DE0 2 battery charger-2045,DE0 2,battery charger,,,0.06849
Link,DE0 2 battery discharger-2045,DE0 2 battery,battery discharger,,,0.0699
Link,DE0 2 biogas to gas CC-2045,DE0 2 biogas,biogas to gas CC,,,1026.16463
Link,DE0 2 biogas to gas-2045,DE0 2 biogas,biogas to gas,,,0.00719
Link,DE0 2 electricity distribution grid-2045,DE0 2,electricity distribution grid,,,2932.83888
Link,DE0 2 electricity distribution grid-reversed-2045,DE0 2 low voltage,electricity distribution grid,,,2932.83888
Link,DE0 2 gas for industry CC-2045,DE gas,gas for industry CC,,,1315.32328
Link,DE0 2 home battery charger-2045,DE0 2 low voltage,home battery charger,,,0.04872
Link,DE0 2 home battery discharger-2045,DE0 2 home battery,home battery discharger,,,0.04973
Link,DE0 2 methanolisation-2045,DE0 2 H2,methanolisation,,,0.02991
Link,DE0 2 process emissions CC-2045,DE0 2 process emissions,process emissions CC,,,0.00315
Link,DE0 2 rural air heat pump-2045,DE0 2 low voltage,rural air heat pump,,,0.00267
Link,DE0 2 rural biomass boiler-2045,DE0 2 solid biomass,rural biomass boiler,,,0.00033
Link,DE0 2 rural ground heat pump-2045,DE0 2 low voltage,rural ground heat pump,,,25.3161
Link,DE0 2 rural resistive heater-2045,DE0 2 low voltage,rural resistive heater,,,0.03912
Link,DE0 2 rural water tanks charger-2045,DE0 2 rural heat,rural water tanks charger,,,0.39734
Link,DE0 2 rural water tanks discharger-2045,DE0 2 rural water tanks,rural water tanks discharger,,,0.39734
Link,DE0 2 solid biomass biomass to liquid CC-2045,DE0 2 solid biomass,biomass to liquid CC,,,0.00686
Link,DE0 2 solid biomass biomass to liquid-2045,DE0 2 solid biomass,biomass to liquid,,,0.00423
Link,DE0 2 solid biomass for industry CC-2045,DE0 2 solid biomass,solid biomass for industry CC,,,1118.72291
Link,DE0 2 urban central DAC-2045,DE0 2,DAC,,,0.0016
Link,DE0 2 urban central H2 CHP-2045,DE0 2 H2,urban central H2 CHP,,,0.06663
Link,DE0 2 urban central air heat pump-2045,DE0 2 low voltage,urban central air heat pump,,,147.6092
Link,DE0 2 urban central gas CHP CC-2045,DE gas,urban central gas CHP CC,,,0.00904
Link,DE0 2 urban central gas boiler-2045,DE gas,urban central gas boiler,,,0.04222
Link,DE0 2 urban central resistive heater-2045,DE0 2 low voltage,urban central resistive heater,,,0.05736
Link,DE0 2 urban central solid biomass CHP CC-2045,DE0 2 solid biomass,urban central solid biomass CHP CC,,,0.00399
Link,DE0 2 urban central solid biomass CHP-2045,DE0 2 solid biomass,urban central solid biomass CHP,,,0.00484
Link,DE0 2 urban central water pits charger-2045,DE0 2 urban central heat,urban central water pits charger,,,595.12931
Link,DE0 2 urban central water pits discharger-2045,DE0 2 urban central water pits,urban central water pits discharger,,,595.12931
Link,DE0 2 urban central water tanks charger-2045,DE0 2 urban central heat,urban central water tanks charger,,,0.07579
Link,DE0 2 urban central water tanks discharger-2045,DE0 2 urban central water tanks,urban central water tanks discharger,,,0.07579
Link,DE0 2 urban decentral DAC-2045,DE0 2,DAC,,,0.00168
Link,DE0 2 urban decentral air heat pump-2045,DE0 2 low voltage,urban decentral air heat pump,,,469.90776
Link,DE0 2 urban decentral biomass boiler-2045,DE0 2 solid biomass,urban decentral biomass boiler,,,2315.92706
Link,DE0 2 urban decentral resistive heater-2045,DE0 2 low voltage,urban decentral resistive heater,,,904.0228
Link,DE0 2 urban decentral water tanks charger-2045,DE0 2 urban decentral heat,urban decentral water tanks charger,,,0.39618
Link,DE0 2 urban decentral water tanks discharger-2045,DE0 2 urban decentral water tanks,urban decentral water tanks discharger,,,0.39618
Link,DE0 2 waste CHP CC-2045,DE0 2 non-sequestered HVC,waste CHP CC,,,0.00541
Link,DE0 2 waste CHP-2045,DE0 2 non-sequestered HVC,waste CHP,,,0.00337
Link,DE0 3 BEV charger-2045,DE0 3 low voltage,BEV charger,,,59387.97139
Link,DE0 3 Fischer-Tropsch-2045,DE0 3 H2,Fischer-Tropsch,,,0.01086
Link,DE0 3 H2 CCGT-2045,DE0 3 H2,H2 CCGT,,,0.01511
Link,DE0 3 H2 Electrolysis-2045,DE0 3,H2 Electrolysis,,,0.02375
Link,DE0 3 H2 Fuel Cell-2045,DE0 3 H2,H2 Fuel Cell,,,0.00677
Link,DE0 3 H2 OCGT-2045,DE0 3 H2,H2 OCGT,,,0.26814
Link,DE0 3 H2 turbine-2045,DE0 3 H2,H2 turbine,,,0.13519
Link,DE0 3 SMR CC-2045,DE gas,SMR CC,,,0.00713
Link,DE0 3 SMR-2045,DE gas,SMR,,,0.006
Link,DE0 3 Sabatier-2045,DE0 3 H2,Sabatier,,,0.00572
Link,DE0 3 battery charger-2045,DE0 3,battery charger,,,0.068
Link,DE0 3 battery discharger-2045,DE0 3 battery,battery discharger,,,0.0694
Link,DE0 3 biogas to gas CC-2045,DE0 3 biogas,biogas to gas CC,,,596.48908
Link,DE0 3 biogas to gas-2045,DE0 3 biogas,biogas to gas,,,0.0072
Link,DE0 3 electricity distribution grid-2045,DE0 3,electricity distribution grid,,,2909.35294
Link,DE0 3 electricity distribution grid-reversed-2045,DE0 3 low voltage,electricity distribution grid,,,2909.35294
