component,bus,carrier,2025,2035,2045
Link,AT0 0 battery,battery discharger,0.96734,2.44437,478.96486
Link,AT0 0 biogas,biogas to gas,284.70732,284.73559,0.05463
Link,AT0 0 biogas,biogas to gas CC,0.23114,0.02748,281.6931
Link,AT0 0 co2 stored,CO2 pipeline,2.78939,1446.24509,1946.72606
Link,AT0 0 home battery,home battery discharger,1.66686,685.35589,321.93774
Link,AT0 0 low voltage,BEV charger,8315.2542,24945.7626,48228.47436
Link,AT0 0 low voltage,electricity distribution grid,9795.92697,12983.26498,15437.42342
Link,AT0 0 low voltage,home battery charger,1.62893,671.50889,315.43328
Link,AT0 0 low voltage,rural air heat pump,0.042,0.02102,0.01616
Link,AT0 0 low voltage,rural ground heat pump,279.78236,1449.30688,1367.13937
Link,AT0 0 low voltage,rural resistive heater,387.63525,3034.78913,2704.67127
Link,AT0 0 low voltage,urban central air heat pump,0.19941,27.00628,233.51895
Link,AT0 0 low voltage,urban central resistive heater,2.5411,4769.16932,4769.71853
Link,AT0 0 low voltage,urban decentral air heat pump,196.55622,103.64258,165.45995
Link,AT0 0 low voltage,urban decentral resistive heater,20.67065,371.38673,596.29763
Link,AT0 0 non-sequestered HVC,HVC to air,710.45651,0.09801,0.02595
Link,AT0 0 non-sequestered HVC,waste CHP,0.10956,869.30913,869.3701
Link,AT0 0 non-sequestered HVC,waste CHP CC,0.06091,0.13793,1.29043
Link,AT0 0 process emissions,process emissions,937.91537,0.05033,0.00275
Link,AT0 0 process emissions,process emissions CC,0.05513,697.85924,697.88347
Link,AT0 0 rural heat,rural water tanks charger,3103.82689,5733.68781,5738.59615
Link,AT0 0 rural water tanks,rural water tanks discharger,3103.82689,5733.68781,5738.59615
Link,AT0 0 solid biomass,biomass to liquid,0.14702,0.0373,0.0297
Link,AT0 0 solid biomass,biomass to liquid CC,0.08366,0.03105,0.02949
Link,AT0 0 solid biomass,rural biomass boiler,988.62128,988.62137,0.00045
Link,AT0 0 solid biomass,solid biomass for industry,1870.96676,1654.03326,0.01805
Link,AT0 0 solid biomass,solid biomass for industry CC,0.14918,0.18945,1615.95016
Link,AT0 0 solid biomass,urban central solid biomass CHP,2005.92588,2005.98135,2005.96911
Link,AT0 0 solid biomass,urban central solid biomass CHP CC,0.07472,0.02298,0.02226
Link,AT0 0 solid biomass,urban decentral biomass boiler,0.00958,6783.48599,6783.48602
Link,AT0 0 unsustainable bioliquids,unsustainable bioliquids,4624553.2,1526102.556,
Link,AT0 0 urban central heat,urban central water pits charger,666.77066,3703.3499,4283.00337
Link,AT0 0 urban central heat,urban central water tanks charger,2.61379,1.5284,1.16309
Link,AT0 0 urban central water pits,urban central water pits discharger,666.77066,3703.3499,4283.00337
Link,AT0 0 urban central water tanks,urban central water tanks discharger,2.61379,1.5284,1.16309
Link,AT0 0 urban decentral heat,urban decentral water tanks charger,47.25322,345.37392,351.45038
Link,AT0 0 urban decentral water tanks,urban decentral water tanks discharger,47.25322,345.37392,351.45038
Link,BE0 0,DAC,0.01661,0.00989,0.02205
Link,BE0 0,DC,2000.00453,5399.24145,5399.25909
Link,BE0 0,H2 Electrolysis,0.08012,0.13893,0.16327
Link,BE0 0,battery charger,0.95687,4.79152,2698.33342
Link,BE0 0,electricity distribution grid,12771.60819,23191.73985,28683.82983
Link,BE0 0 H2,Fischer-Tropsch,0.20445,235.01171,235.13654
Link,BE0 0 H2,H2 Fuel Cell,0.11794,0.07692,0.07938
Link,BE0 0 H2,H2 pipeline,33.77977,1531.39168,1528.45064
Link,BE0 0 H2,H2 pipeline retrofitted,22.0266,50.10763,574.63813
Link,BE0 0 H2,H2 turbine,0.59139,1.83536,2.1081
Link,BE0 0 H2,Sabatier,0.11487,0.06743,0.02957
Link,BE0 0 H2,methanolisation,2.78534,0.49054,0.40256
Link,BE0 0 battery,battery discharger,0.97916,4.89032,2753.97502
Link,BE0 0 biogas,biogas to gas,307.36681,307.66896,0.05678
Link,BE0 0 biogas,biogas to gas CC,0.23155,877.7445,1769.03241
Link,BE0 0 co2 stored,CO2 pipeline,3.22481,2028.91042,2709.78363
Link,BE0 0 home battery,home battery discharger,91.177,2333.50624,1571.38401
Link,BE0 0 low voltage,BEV charger,9717.1965,29151.5895,56359.7397
Link,BE0 0 low voltage,electricity distribution grid,12771.60819,23191.73985,28683.82983
Link,BE0 0 low voltage,home battery charger,89.10191,2286.35984,1539.63561
Link,BE0 0 low voltage,rural air heat pump,3.47792,0.02419,0.01938
Link,BE0 0 low voltage,rural ground heat pump,189.75485,438.62362,396.82646
Link,BE0 0 low voltage,rural resistive heater,162.53395,623.99291,548.68628
Link,BE0 0 low voltage,urban central air heat pump,165.50478,165.60802,165.97762
Link,BE0 0 low voltage,urban central resistive heater,334.6192,8107.39321,9051.60418
Link,BE0 0 low voltage,urban decentral air heat pump,0.04395,2516.94076,3129.56186
Link,BE0 0 low voltage,urban decentral resistive heater,3330.34252,9408.4147,11446.91168
Link,BE0 0 non-sequestered HVC,HVC to air,943.54778,625.8875,0.03069
Link,BE0 0 non-sequestered HVC,waste CHP,0.11113,68.59533,68.6531
Link,BE0 0 non-sequestered HVC,waste CHP CC,0.06158,0.14445,469.31779
Link,BE0 0 process emissions,process emissions,1098.12153,0.03114,0.0026
Link,BE0 0 process emissions,process emissions CC,0.05488,867.53559,867.56072
Link,BE0 0 rural heat,rural water tanks charger,1860.11681,1882.89135,1889.24153
Link,BE0 0 rural water tanks,rural water tanks discharger,1860.11681,1882.89135,1889.24153
Link,BE0 0 solid biomass,biomass to liquid,0.14268,0.03735,0.02965
Link,BE0 0 solid biomass,biomass to liquid CC,0.08256,0.03059,0.02793
Link,BE0 0 solid biomass,rural biomass boiler,0.01821,0.00238,0.00027
Link,BE0 0 solid biomass,solid biomass,278.39644,,
Link,BE0 0 solid biomass,solid biomass for industry,1062.74834,1017.01768,0.01415
Link,BE0 0 solid biomass,solid biomass for industry CC,0.14826,0.17496,1083.2269
Link,BE0 0 solid biomass,urban central solid biomass CHP,658.54858,658.61474,658.59097
Link,BE0 0 solid biomass,urban central solid biomass CHP CC,0.07392,0.02388,0.02069
Link,BE0 0 solid biomass,urban decentral biomass boiler,0.00202,1252.0025,1252.00255
Link,BE0 0 unsustainable bioliquids,unsustainable bioliquids,5297755.75,1748259.3975,
Link,BE0 0 urban central heat,urban central water pits charger,367.68579,9190.02867,9227.83122
Link,BE0 0 urban central heat,urban central water tanks charger,2.67405,1.56427,1.02374
Link,BE0 0 urban central water pits,urban central water pits discharger,367.68579,9190.02867,9227.83122
Link,BE0 0 urban central water tanks,urban central water tanks discharger,2.67405,1.56427,1.02374
Link,BE0 0 urban decentral heat,urban decentral water tanks charger,21.72109,4230.08431,4243.11637
Link,BE0 0 urban decentral water tanks,urban decentral water tanks discharger,21.72109,4230.08431,4243.11637
Link,CH0 0,DAC,0.0165,0.01047,0.02414
Link,CH0 0,DC,2522.7414,6237.92135,6237.92968
Link,CH0 0,H2 Electrolysis,0.0821,0.34195,0.37467
Link,CH0 0,battery charger,0.94545,1475.53628,2868.53487
Link,CH0 0,electricity distribution grid,15503.70534,15503.80081,15503.76908
Link,CH0 0 H2,Fischer-Tropsch,0.20564,1.12428,0.11947
Link,CH0 0 H2,H2 Fuel Cell,0.12064,0.05728,0.06186
Link,CH0 0 H2,H2 pipeline,67.90722,1314.91815,3709.75965
Link,CH0 0 H2,H2 pipeline retrofitted,1.7569,0.71329,0.83045
Link,CH0 0 H2,H2 turbine,0.59078,0.52158,0.86989
Link,CH0 0 H2,Sabatier,0.11515,0.06505,0.0292
Link,CH0 0 H2,methanolisation,8.05631,0.67867,0.7788
Link,CH0 0 battery,battery discharger,0.96746,1505.9629,2927.68614
Link,CH0 0 biogas,biogas to gas,0.04932,0.20399,0.05786
Link,CH0 0 biogas,biogas to gas CC,0.04388,1.06423,1.20639
Link,CH0 0 co2 stored,CO2 pipeline,2.78402,573.30393,741.06336
Link,CH0 0 home battery,home battery discharger,1.47569,0.49289,0.43668
Link,CH0 0 low voltage,BEV charger,7629.5208,22888.5624,44251.22064
Link,CH0 0 low voltage,electricity distribution grid,15503.70534,15503.80081,15503.76908
Link,CH0 0 low voltage,home battery charger,1.44211,0.48293,0.42786
Link,CH0 0 low voltage,rural air heat pump,0.061,0.02052,0.01592
Link,CH0 0 low voltage,rural ground heat pump,268.60597,483.41456,404.0978
Link,CH0 0 low voltage,rural resistive heater,2954.63401,2955.17533,1207.82113
Link,CH0 0 low voltage,urban central air heat pump,213.9959,214.06326,337.44202
Link,CH0 0 low voltage,urban central resistive heater,321.40053,1991.68127,2244.91074
Link,CH0 0 low voltage,urban decentral air heat pump,285.84261,974.20877,908.10399
Link,CH0 0 low voltage,urban decentral resistive heater,6133.19934,6133.93619,5925.0309
Link,CH0 0 non-sequestered HVC,HVC to air,654.81993,0.13363,0.0078
Link,CH0 0 non-sequestered HVC,waste CHP,0.11664,1158.89471,1158.92257
Link,CH0 0 non-sequestered HVC,waste CHP CC,0.06347,0.09069,0.02436
Link,CH0 0 process emissions,process emissions,196.96781,0.04211,0.00234
Link,CH0 0 process emissions,process emissions CC,0.05536,168.9672,168.98972
Link,CH0 0 rural heat,rural water tanks charger,7332.15575,7342.21644,7346.5475
Link,CH0 0 rural water tanks,rural water tanks discharger,7332.15575,7342.21644,7346.5475
Link,CH0 0 solid biomass,biomass to liquid,0.11165,0.04108,0.03612
Link,CH0 0 solid biomass,biomass to liquid CC,0.0707,0.03599,0.8786
Link,CH0 0 solid biomass,rural biomass boiler,0.03835,0.00087,0.00034
Link,CH0 0 solid biomass,solid biomass for industry,235.12463,265.91779,0.01217
Link,CH0 0 solid biomass,solid biomass for industry CC,0.14446,0.18217,331.07339
Link,CH0 0 solid biomass,urban central solid biomass CHP,0.19181,0.15685,0.22761
Link,CH0 0 solid biomass,urban central solid biomass CHP CC,0.06178,0.02666,0.05479
Link,CH0 0 solid biomass,urban decentral biomass boiler,3704.41651,3704.41653,2e-05
Link,CH0 0 urban central heat,urban central water pits charger,551.43393,2030.64546,2426.36784
Link,CH0 0 urban central heat,urban central water tanks charger,2.68472,1.41874,0.92591
Link,CH0 0 urban central water pits,urban central water pits discharger,551.43393,2030.64546,2426.36784
Link,CH0 0 urban central water tanks,urban central water tanks discharger,2.68472,1.41874,0.92591
Link,CH0 0 urban decentral heat,urban decentral water tanks charger,22199.2666,22207.7073,22203.03251
Link,CH0 0 urban decentral water tanks,urban decentral water tanks discharger,22199.2666,22207.7073,22203.03251
Link,CZ0 0,DAC,0.0167,0.0097,0.0196
Link,CZ0 0,H2 Electrolysis,0.08457,0.15876,0.09515
Link,CZ0 0,battery charger,0.94743,3.30566,5.15814
Link,CZ0 0,electricity distribution grid,11464.6767,11466.19789,14435.662
Link,CZ0 0 H2,Fischer-Tropsch,0.2042,1630.09276,1630.21492
Link,CZ0 0 H2,H2 Fuel Cell,0.11596,0.06454,0.07002
Link,CZ0 0 H2,H2 pipeline,59.96724,56.92315,1302.17641
Link,CZ0 0 H2,H2 pipeline retrofitted,25.14227,29.72672,1799.46748
Link,CZ0 0 H2,H2 turbine,0.59048,0.84341,2.05429
Link,CZ0 0 H2,Sabatier,0.11388,0.06887,0.03053
Link,CZ0 0 H2,methanolisation,3.60736,0.62533,0.47468
Link,CZ0 0 battery,battery discharger,0.9695,3.37383,5.26451
Link,CZ0 0 biogas,biogas to gas,771.37721,771.99419,0.05874
Link,CZ0 0 biogas,biogas to gas CC,0.25815,420.58514,1378.89008
Link,CZ0 0 co2 stored,CO2 pipeline,1.64951,479.73842,811.96777
Link,CZ0 0 home battery,home battery discharger,1.2791,301.0616,107.29198
Link,CZ0 0 low voltage,BEV charger,9776.24175,29328.72525,56702.20215
Link,CZ0 0 low voltage,electricity distribution grid,11464.6767,11466.19789,14435.662
Link,CZ0 0 low voltage,home battery charger,1.24998,294.97892,105.12425
Link,CZ0 0 low voltage,rural air heat pump,0.07945,0.02376,0.01663
Link,CZ0 0 low voltage,rural ground heat pump,180.28522,424.46611,957.03667
Link,CZ0 0 low voltage,rural resistive heater,786.91199,854.27851,2498.80317
Link,CZ0 0 low voltage,urban central air heat pump,0.11561,461.94001,461.99379
Link,CZ0 0 low voltage,urban central resistive heater,549.79092,3298.62166,3366.33017
Link,CZ0 0 low voltage,urban decentral air heat pump,74.02914,403.65007,368.65084
Link,CZ0 0 low voltage,urban decentral resistive heater,2256.62881,1746.0204,964.59245
Link,CZ0 0 non-sequestered HVC,HVC to air,834.56794,0.02866,0.00773
Link,CZ0 0 non-sequestered HVC,waste CHP,0.09856,1597.75675,1597.78318
Link,CZ0 0 non-sequestered HVC,waste CHP CC,0.05836,0.06117,0.02272
Link,CZ0 0 process emissions,process emissions,741.74058,0.07795,0.00289
Link,CZ0 0 process emissions,process emissions CC,0.05526,582.45373,582.47789
Link,CZ0 0 rural heat,rural water tanks charger,1347.4403,1407.24148,1413.56619
Link,CZ0 0 rural water tanks,rural water tanks discharger,1347.4403,1407.24148,1413.56619
Link,CZ0 0 solid biomass,biomass to liquid,0.11509,0.04136,0.0361
Link,CZ0 0 solid biomass,biomass to liquid CC,0.07202,0.03444,0.35862
Link,CZ0 0 solid biomass,rural biomass boiler,5027.31444,5027.31452,0.00114
Link,CZ0 0 solid biomass,solid biomass for industry,989.69025,837.85164,0.01592
Link,CZ0 0 solid biomass,solid biomass for industry CC,0.14536,0.14033,763.59304
Link,CZ0 0 solid biomass,urban central solid biomass CHP,0.19805,0.1976,0.11909
Link,CZ0 0 solid biomass,urban central solid biomass CHP CC,0.06024,0.02765,0.04537
Link,CZ0 0 solid biomass,urban decentral biomass boiler,9067.99068,12161.67277,9678.8061
Link,CZ0 0 unsustainable bioliquids,unsustainable bioliquids,3250980.42,1072823.5386,
Link,CZ0 0 urban central heat,urban central water pits charger,1016.00776,3986.99048,3999.55754
Link,CZ0 0 urban central heat,urban central water tanks charger,2.68638,1.45243,0.82524
Link,CZ0 0 urban central water pits,urban central water pits discharger,1016.00776,3986.99048,3999.55754
Link,CZ0 0 urban central water tanks,urban central water tanks discharger,2.68638,1.45243,0.82524
Link,CZ0 0 urban decentral heat,urban decentral water tanks charger,3525.95396,3554.21086,3558.50304
Link,CZ0 0 urban decentral water tanks,urban decentral water tanks discharger,3525.95396,3554.21086,3558.50304
Link,DE gas,CCGT,11349.00621,10628.22996,7968.10891
Link,DE gas,OCGT,62.7507,57.55556,57.55556
Link,DE gas,SMR,1406.54096,1385.89486,1385.80419
Link,DE gas,SMR CC,607.92448,594.68434,594.63995
Link,DE gas,gas for industry,33283.28709,21648.02904,0.35845
Link,DE gas,gas for industry CC,3.07145,0.9857,11301.59309
Link,DE gas,rural gas boiler,33114.81326,15685.96387,
Link,DE gas,urban central gas CHP,58048.87013,53529.89036,38909.28314
Link,DE gas,urban central gas CHP CC,1.50428,0.56596,0.94227
Link,DE gas,urban central gas boiler,13.29371,3.95863,3.00223
Link,DE gas,urban decentral gas boiler,117389.3642,55605.4882,
Link,DE gas primary,gas compressing,1000000.0,1000000.0,1000000.0
Link,DE methanol,industry methanol,587.89954,728.3105,779.68037
Link,DE methanol,methanol,1000000.0,1000000.0,1000000.0
Link,DE oil,agriculture machinery oil,740.07532,740.07532,740.07532
Link,DE oil,kerosene for aviation,13938.75524,13938.75524,13938.75524
Link,DE oil,land transport oil,129186.84441,42837.75741,3266.28518
Link,DE oil,naphtha for industry,21262.55708,16429.22374,11244.29224
Link,DE oil,oil,2231.42857,1787.42857,1197.14286
Link,DE oil,rural oil boiler,18891.44392,8948.5787,
Link,DE oil,shipping oil,2174.92093,1413.69861,434.98419
Link,DE oil,urban central oil CHP,868.55619,794.67892,
Link,DE oil,urban decentral oil boiler,66968.65877,31721.99626,
Link,DE oil primary,oil refining,1000000.0,1000000.0,1000000.0
Link,DE renewable gas,renewable gas,2000000.0,2000000.0,2000000.0
Link,DE renewable oil,renewable oil,2000000.0,2000000.0,2000000.0
Link,DE0 0,DAC,0.01758,0.00926,0.02301
Link,DE0 0,H2 Electrolysis,0.06949,0.18352,0.18679
Link,DE0 0,battery charger,0.86233,8504.44158,10487.35212
Link,DE0 0,electricity distribution grid,7360.67152,9235.03496,12846.57915
Link,DE0 0 H2,Fischer-Tropsch,0.19722,7.09559,0.11544
Link,DE0 0 H2,H2 Fuel Cell,0.12266,0.09509,0.09857
Link,DE0 0 H2,H2 pipeline,9.67558,296.21835,1510.42284
Link,DE0 0 H2,H2 pipeline retrofitted,45.77739,899.96015,899.9995
Link,DE0 0 H2,H2 turbine,0.59554,3.40838,4.02998
Link,DE0 0 H2,Sabatier,0.08579,0.0697,0.04274
Link,DE0 0 H2,methanolisation,31.77784,32.11237,0.33583
Link,DE0 0 battery,battery discharger,0.88242,8679.80934,10703.60894
Link,DE0 0 biogas,biogas to gas,898.963,898.99251,0.05763
Link,DE0 0 biogas,biogas to gas CC,2.62794,0.02885,236.6013
Link,DE0 0 co2 stored,CO2 pipeline,2.54812,4.20724,395.64384
Link,DE0 0 home battery,home battery discharger,79.30973,27.56688,24.03024
Link,DE0 0 low voltage,BEV charger,5096.37514,31012.08032,47994.86463
Link,DE0 0 low voltage,electricity distribution grid,7360.67152,9235.03496,12846.57915
Link,DE0 0 low voltage,home battery charger,77.50472,27.00991,23.54473
Link,DE0 0 low voltage,rural air heat pump,0.04613,0.02264,0.01825
Link,DE0 0 low voltage,rural ground heat pump,106.21267,503.16187,468.46171
Link,DE0 0 low voltage,rural resistive heater,10.96844,1058.62514,1047.97874
Link,DE0 0 low voltage,urban central air heat pump,0.05251,17.8798,338.32207
Link,DE0 0 low voltage,urban central resistive heater,2.42015,3330.40573,3331.95432
Link,DE0 0 low voltage,urban decentral air heat pump,116.82789,193.78994,927.40217
Link,DE0 0 low voltage,urban decentral resistive heater,139.70086,599.97526,2923.63824
Link,DE0 0 non-sequestered HVC,waste CHP,728.83062,1069.16422,1069.19597
Link,DE0 0 non-sequestered HVC,waste CHP CC,0.88489,0.10782,0.03336
Link,DE0 0 process emissions,process emissions,195.84479,0.05747,0.00227
Link,DE0 0 process emissions,process emissions CC,7.97816,231.40752,242.44625
Link,DE0 0 rural heat,rural water tanks charger,88.25872,184.12798,194.19221
Link,DE0 0 rural water tanks,rural water tanks discharger,88.25872,184.12798,194.19221
Link,DE0 0 solid biomass,biomass to liquid,0.11071,0.03631,0.02855
Link,DE0 0 solid biomass,biomass to liquid CC,0.07948,0.02906,0.02818
Link,DE0 0 solid biomass,rural biomass boiler,608.41567,288.19735,0.00019
Link,DE0 0 solid biomass,solid biomass,48.99777,,
Link,DE0 0 solid biomass,solid biomass for industry,480.47374,588.99965,0.01614
Link,DE0 0 solid biomass,solid biomass for industry CC,0.32719,0.12236,753.44765
Link,DE0 0 solid biomass,urban central solid biomass CHP,1850.09256,1074.24635,24.84752
Link,DE0 0 solid biomass,urban central solid biomass CHP CC,0.07014,0.02544,0.02517
Link,DE0 0 solid biomass,urban decentral biomass boiler,4028.17619,8794.32216,6886.24031
Link,DE0 0 unsustainable bioliquids,unsustainable bioliquids,3722438.39775,1213408.26165,
Link,DE0 0 urban central heat,urban central water pits charger,606.53846,2790.18601,3866.51177
Link,DE0 0 urban central heat,urban central water tanks charger,2.72823,1.5545,1.17653
Link,DE0 0 urban central water pits,urban central water pits discharger,606.53846,2790.18601,3866.51177
Link,DE0 0 urban central water tanks,urban central water tanks discharger,2.72823,1.5545,1.17653
Link,DE0 0 urban decentral heat,urban decentral water tanks charger,56.87229,77.90448,84.88008
Link,DE0 0 urban decentral water tanks,urban decentral water tanks discharger,56.87229,77.90448,84.88008
Link,DE0 1,DAC,0.01632,0.00955,0.03186
Link,DE0 1,DC,4600.02116,16747.12484,16747.45298
Link,DE0 1,H2 Electrolysis,0.06975,6089.54132,6089.99934
Link,DE0 1,battery charger,0.86023,1911.55435,1915.66894
Link,DE0 1,electricity distribution grid,9113.68064,14208.97537,16994.27153
Link,DE0 1 H2,Fischer-Tropsch,0.19737,2351.30787,2351.4159
Link,DE0 1 H2,H2 Fuel Cell,0.12953,0.08532,0.08612
Link,DE0 1 H2,H2 pipeline,12.70621,12.47916,9.36943
Link,DE0 1 H2,H2 turbine,0.59566,22.89196,37.4797
Link,DE0 1 H2,Sabatier,0.08812,0.06872,0.042
Link,DE0 1 H2,methanolisation,12.6065,13.03745,0.30016
Link,DE0 1 battery,battery discharger,0.88026,1950.97199,1955.17142
Link,DE0 1 biogas,biogas to gas,1500.02841,1500.0609,0.05887
Link,DE0 1 biogas,biogas to gas CC,2.66276,0.03267,704.19406
Link,DE0 1 co2 stored,CO2 pipeline,158.14546,2301.08309,4092.03182
Link,DE0 1 home battery,home battery discharger,66.91727,39.1462,19.8568
Link,DE0 1 low voltage,BEV charger,5319.95834,32372.61206,50100.44852
Link,DE0 1 low voltage,electricity distribution grid,9113.68064,14208.97537,16994.27153
Link,DE0 1 low voltage,home battery charger,65.3943,38.35528,19.45561
Link,DE0 1 low voltage,rural air heat pump,0.09721,0.02306,0.0181
Link,DE0 1 low voltage,rural ground heat pump,123.63436,972.57175,971.18386
Link,DE0 1 low voltage,rural resistive heater,149.67176,3144.10774,2995.02462
Link,DE0 1 low voltage,urban central air heat pump,0.06864,57.15251,155.17888
Link,DE0 1 low voltage,urban central resistive heater,1124.26807,5159.77775,4806.06186
Link,DE0 1 low voltage,urban decentral air heat pump,121.94974,282.66571,566.05512
Link,DE0 1 low voltage,urban decentral resistive heater,2.83496,1132.98234,2281.01455
Link,DE0 1 non-sequestered HVC,waste CHP,759.36172,1070.51453,1070.54613
Link,DE0 1 non-sequestered HVC,waste CHP CC,0.93069,0.22992,0.04801
Link,DE0 1 process emissions,process emissions,487.17195,0.01684,0.00141
Link,DE0 1 process emissions,process emissions CC,67.58975,505.04564,505.06874
Link,DE0 1 rural heat,rural water tanks charger,1041.23129,1501.36642,1507.31344
Link,DE0 1 rural water tanks,rural water tanks discharger,1041.23129,1501.36642,1507.31344
Link,DE0 1 solid biomass,biomass to liquid,0.11002,0.03732,0.0306
Link,DE0 1 solid biomass,biomass to liquid CC,0.07906,0.03123,0.05248
Link,DE0 1 solid biomass,rural biomass boiler,2038.65067,1274.19199,0.00041
Link,DE0 1 solid biomass,solid biomass,241.27691,,
Link,DE0 1 solid biomass,solid biomass for industry,434.80676,473.46287,0.01072
Link,DE0 1 solid biomass,solid biomass for industry CC,0.32373,0.34438,556.84949
Link,DE0 1 solid biomass,urban central solid biomass CHP,7571.9898,5478.30277,0.04926
Link,DE0 1 solid biomass,urban central solid biomass CHP CC,0.09284,0.02638,0.02967
Link,DE0 1 solid biomass,urban decentral biomass boiler,3387.52654,5981.71446,6996.28953
Link,DE0 1 unsustainable bioliquids,unsustainable bioliquids,6204438.04564,2099682.66834,
Link,DE0 1 urban central heat,urban central water pits charger,1366.77126,5991.92942,6127.3365
Link,DE0 1 urban central heat,urban central water tanks charger,2.67448,1.54019,1.16415
Link,DE0 1 urban central water pits,urban central water pits discharger,1366.77126,5991.92942,6127.3365
Link,DE0 1 urban central water tanks,urban central water tanks discharger,2.67448,1.54019,1.16415
Link,DE0 1 urban decentral heat,urban decentral water tanks charger,30.56998,965.56532,973.00809
Link,DE0 1 urban decentral water tanks,urban decentral water tanks discharger,30.56998,965.56532,973.00809
Link,DE0 2,DAC,0.01713,0.00992,0.04027
Link,DE0 2,DC,1400.00437,7370.88245,7371.55673
Link,DE0 2,H2 Electrolysis,0.06926,9654.27297,20621.11263
Link,DE0 2,battery charger,0.86226,2774.1299,5727.02252
Link,DE0 2,electricity distribution grid,8212.4336,15757.05275,17387.91189
Link,DE0 2 H2,Fischer-Tropsch,0.19725,2.6438,0.10583
Link,DE0 2 H2,H2 Fuel Cell,0.12548,0.08026,0.08931
Link,DE0 2 H2,H2 pipeline,6.90302,11.09974,7.88678
Link,DE0 2 H2,H2 turbine,0.59584,19.13316,29.26883
Link,DE0 2 H2,Sabatier,0.08625,0.06828,0.04202
Link,DE0 2 H2,methanolisation,7.72056,0.40773,0.33195
Link,DE0 2 battery,battery discharger,0.88234,2831.33448,5845.11788
Link,DE0 2 biogas,biogas to gas,1487.02587,1487.05903,0.05938
Link,DE0 2 biogas,biogas to gas CC,2.3996,0.03345,1026.13676
Link,DE0 2 co2 stored,CO2 pipeline,2.85322,1357.71595,4998.55933
Link,DE0 2 home battery,home battery discharger,63.42542,1247.91949,840.85531
Link,DE0 2 low voltage,BEV charger,5124.221,31181.52586,48257.10166
Link,DE0 2 low voltage,electricity distribution grid,8212.4336,15757.05275,17387.91189
Link,DE0 2 low voltage,home battery charger,61.98192,1222.7064,823.86658
Link,DE0 2 low voltage,rural air heat pump,0.08937,0.0222,0.01732
Link,DE0 2 low voltage,rural ground heat pump,116.85595,853.73155,867.51172
Link,DE0 2 low voltage,rural resistive heater,127.60356,2709.89575,2670.09211
Link,DE0 2 low voltage,urban central air heat pump,0.05763,0.03543,0.45637
Link,DE0 2 low voltage,urban central resistive heater,23.5395,3579.32472,5000.75403
Link,DE0 2 low voltage,urban decentral air heat pump,117.46549,1005.01716,957.51361
Link,DE0 2 low voltage,urban decentral resistive heater,18.88223,4270.40585,4251.88032
Link,DE0 2 non-sequestered HVC,waste CHP,733.96737,954.45435,954.49603
Link,DE0 2 non-sequestered HVC,waste CHP CC,0.82175,27.2224,27.36043
Link,DE0 2 process emissions,process emissions,733.83912,0.02097,0.00155
Link,DE0 2 process emissions,process emissions CC,1.28244,715.52541,715.55051
Link,DE0 2 rural heat,rural water tanks charger,696.59535,752.42199,758.74644
Link,DE0 2 rural water tanks,rural water tanks discharger,696.59535,752.42199,758.74644
Link,DE0 2 solid biomass,biomass to liquid,0.10976,0.03622,0.03155
Link,DE0 2 solid biomass,biomass to liquid CC,0.07901,0.02956,0.05281
Link,DE0 2 solid biomass,rural biomass boiler,1945.0871,1283.96719,0.00048
Link,DE0 2 solid biomass,solid biomass,163.32591,,
Link,DE0 2 solid biomass,solid biomass for industry,752.16078,899.33759,0.01073
Link,DE0 2 solid biomass,solid biomass for industry CC,0.32187,0.26016,1118.74701
Link,DE0 2 solid biomass,urban central solid biomass CHP,11554.54851,1883.32989,33.68173
Link,DE0 2 solid biomass,urban central solid biomass CHP CC,0.07702,0.02282,0.03118
Link,DE0 2 solid biomass,urban decentral biomass boiler,3405.7913,3925.09965,5173.25581
Link,DE0 2 unsustainable bioliquids,unsustainable bioliquids,6149662.69221,2054617.56263,
Link,DE0 2 urban central heat,urban central water pits charger,663.73977,3352.18737,7176.15142
Link,DE0 2 urban central heat,urban central water tanks charger,2.72479,1.52186,1.21176
Link,DE0 2 urban central water pits,urban central water pits discharger,663.73977,3352.18737,7176.15142
Link,DE0 2 urban central water tanks,urban central water tanks discharger,2.72479,1.52186,1.21176
Link,DE0 2 urban decentral heat,urban decentral water tanks charger,39.02197,1272.22539,1277.50854
Link,DE0 2 urban decentral water tanks,urban decentral water tanks discharger,39.02197,1272.22539,1277.50854
Link,DE0 3,DAC,0.01643,0.00947,0.02818
Link,DE0 3,H2 Electrolysis,0.06981,3499.28897,3499.74083
Link,DE0 3,battery charger,0.86404,4917.059,5572.99112
Link,DE0 3,electricity distribution grid,9741.37177,16129.80259,19684.61859
Link,DE0 3 H2,Fischer-Tropsch,0.19741,24.35804,24.46494
Link,DE0 3 H2,H2 Fuel Cell,0.12971,0.09141,0.09434
Link,DE0 3 H2,H2 pipeline,21.58962,24.51766,22.92138
Link,DE0 3 H2,H2 turbine,0.59539,14.50917,29.54339
Link,DE0 3 H2,Sabatier,0.08801,0.06966,0.04249
Link,DE0 3 H2,methanolisation,33.99172,34.41522,0.28701
Link,DE0 3 battery,battery discharger,0.88416,5018.45233,5687.91025
Link,DE0 3 biogas,biogas to gas,1498.50254,1498.53473,0.06065
