component,bus,carrier,2025,2035,2045
Link,DE0 3 process emissions,process emissions,467.25269,0.03903,0.00013
Link,DE0 3 process emissions,process emissions CC,1.40076,389.91568,389.91719
Link,DE0 3 rural heat,rural water tanks charger,1648.72579,1678.96001,1679.21678
Link,DE0 3 rural water tanks,rural water tanks discharger,1648.72579,1678.96001,1679.21678
Link,DE0 3 solid biomass,biomass to liquid,0.08112,0.05736,0.00143
Link,DE0 3 solid biomass,biomass to liquid CC,0.05728,0.04845,0.0022
Link,DE0 3 solid biomass,rural biomass boiler,2965.51827,1956.99629,3e-05
Link,DE0 3 solid biomass,solid biomass,456.19896,,
Link,DE0 3 solid biomass,solid biomass for industry,633.48332,715.47537,0.00087
Link,DE0 3 solid biomass,solid biomass for industry CC,0.26115,0.46383,870.11726
Link,DE0 3 solid biomass,urban central solid biomass CHP,6293.82098,2985.94586,1274.44933
Link,DE0 3 solid biomass,urban central solid biomass CHP CC,0.06856,0.03954,0.0014
Link,DE0 3 solid biomass,urban decentral biomass boiler,3821.03751,3363.65279,5108.40502
Link,DE0 3 unsustainable bioliquids,unsustainable bioliquids,6196368.29653,2057384.50294,
Link,DE0 3 urban central heat,urban central water pits charger,2625.66731,6809.34183,6813.93178
Link,DE0 3 urban central heat,urban central water tanks charger,1.61152,2.16667,0.26245
Link,DE0 3 urban central water pits,urban central water pits discharger,2625.66731,6809.34183,6813.93178
Link,DE0 3 urban central water tanks,urban central water tanks discharger,1.61152,2.16667,0.26245
Link,DE0 3 urban decentral heat,urban decentral water tanks charger,15.2875,53.48988,53.8357
Link,DE0 3 urban decentral water tanks,urban decentral water tanks discharger,15.2875,53.48988,53.8357
Link,DE0 4,DAC,0.01263,0.0138,0.00151
Link,DE0 4,DC,3000.01659,11377.84266,13307.87381
Link,DE0 4,H2 Electrolysis,0.0507,0.38986,0.01105
Link,DE0 4,battery charger,0.55245,1131.10136,1085.97061
Link,DE0 4,electricity distribution grid,17582.30115,33767.58887,42328.20623
Link,DE0 4 H2,Fischer-Tropsch,0.14369,13.00004,13.01209
Link,DE0 4 H2,H2 Fuel Cell,0.09261,0.15814,0.00419
Link,DE0 4 H2,H2 pipeline,24.97733,34.31445,13.42065
Link,DE0 4 H2,H2 pipeline (Kernnetz),960.0,33501.66667,33501.66667
Link,DE0 4 H2,H2 pipeline retrofitted,2.04485,3.6877,577.53516
Link,DE0 4 H2,H2 turbine,0.40076,32.62191,33.21017
Link,DE0 4 H2,Sabatier,0.0624,0.09361,0.00242
Link,DE0 4 H2,methanolisation,513.9891,514.47988,0.02365
Link,DE0 4 battery,battery discharger,0.56532,1154.42549,1108.36412
Link,DE0 4 biogas,biogas to gas,948.70393,948.74765,0.00427
Link,DE0 4 biogas,biogas to gas CC,3.17521,0.04333,401.04257
Link,DE0 4 co2 stored,CO2 pipeline,1.7901,1034.11613,1470.20513
Link,DE0 4 home battery,home battery discharger,193.1097,2310.12599,2769.95598
Link,DE0 4 low voltage,BEV charger,9594.89552,58386.13962,90359.46116
Link,DE0 4 low voltage,electricity distribution grid,17582.30115,33767.58887,42328.20623
Link,DE0 4 low voltage,home battery charger,188.71472,2263.45197,2713.99151
Link,DE0 4 low voltage,rural air heat pump,0.02525,0.03553,0.00093
Link,DE0 4 low voltage,rural ground heat pump,258.49712,489.90594,462.86439
Link,DE0 4 low voltage,rural resistive heater,109.7008,917.3158,807.64279
Link,DE0 4 low voltage,urban central air heat pump,0.04817,0.17608,415.65788
Link,DE0 4 low voltage,urban central resistive heater,782.14957,12731.11131,12521.00649
Link,DE0 4 low voltage,urban decentral air heat pump,284.34681,3399.17395,4659.7333
Link,DE0 4 low voltage,urban decentral resistive heater,167.53564,12333.02223,16993.31105
Link,DE0 4 non-sequestered HVC,waste CHP,1373.60331,1832.3241,1832.32629
Link,DE0 4 non-sequestered HVC,waste CHP CC,1.06478,0.29198,0.00574
Link,DE0 4 process emissions,process emissions,1912.39181,0.03435,0.00011
Link,DE0 4 process emissions,process emissions CC,123.85731,1411.7615,1411.76296
Link,DE0 4 rural heat,rural water tanks charger,183.73878,1605.86249,1606.14546
Link,DE0 4 rural water tanks,rural water tanks discharger,183.73878,1605.86249,1606.14546
Link,DE0 4 solid biomass,biomass to liquid,0.0819,0.05344,0.0013
Link,DE0 4 solid biomass,biomass to liquid CC,0.05777,0.04302,0.00136
Link,DE0 4 solid biomass,rural biomass boiler,452.14987,214.17763,1e-05
Link,DE0 4 solid biomass,solid biomass,730.14105,204.15739,
Link,DE0 4 solid biomass,solid biomass for industry,1214.53065,1515.69185,0.00067
Link,DE0 4 solid biomass,solid biomass for industry CC,0.26936,0.41358,1979.96005
Link,DE0 4 solid biomass,urban central solid biomass CHP,2520.83142,485.76565,0.00186
Link,DE0 4 solid biomass,urban central solid biomass CHP CC,0.06553,0.03613,0.00121
Link,DE0 4 solid biomass,urban decentral biomass boiler,8277.10931,3920.74145,
Link,DE0 4 unsustainable bioliquids,unsustainable bioliquids,3930146.94937,1331846.64388,
